Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agents,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuses
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,All Maps,Karmine Corp,MAGNUM,killjoy,6,3,1,,,,,,,65,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,All Maps,Karmine Corp,sh1n,"omen, sage",4,4,1,,,,,,,50,4,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,All Maps,Karmine Corp,marteen,"jett, raze",4,3,,,,,,,,47,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,All Maps,Karmine Corp,tomaszy,viper,5,,,,3,,,,,47,2,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,All Maps,Karmine Corp,N4RRATE,"fade, gekko",9,3,3,,1,1,,,,88,9,3
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,All Maps,FunPlus Phoenix,Autumn,"jett, raze",6,1,1,,,,,,,50,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,All Maps,FunPlus Phoenix,Life,"chamber, reyna",8,1,,1,2,,,,,68,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,All Maps,FunPlus Phoenix,BerLIN,omen,4,1,,,1,,,,,38,4,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,All Maps,FunPlus Phoenix,AAAAY,gekko,7,1,,,1,,,,,54,15,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,All Maps,FunPlus Phoenix,Lysoar,viper,4,1,,,,,,,,47,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Icebox,Karmine Corp,MAGNUM,killjoy,3,1,1,,,,,,,62,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Icebox,Karmine Corp,sh1n,sage,3,1,,,,,,,,39,2,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Icebox,Karmine Corp,marteen,jett,4,2,,,,,,,,53,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Icebox,Karmine Corp,tomaszy,viper,2,,,,1,,,,,40,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Icebox,Karmine Corp,N4RRATE,gekko,1,2,2,,1,1,,,,92,4,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Icebox,FunPlus Phoenix,Autumn,jett,2,1,,,,,,,,45,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Icebox,FunPlus Phoenix,Life,reyna,3,1,,1,1,,,,,80,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Icebox,FunPlus Phoenix,BerLIN,omen,1,1,,,1,,,,,40,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Icebox,FunPlus Phoenix,AAAAY,gekko,4,,,,,,,,,53,7,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Icebox,FunPlus Phoenix,Lysoar,viper,3,,,,,,,,,43,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Lotus,Karmine Corp,MAGNUM,killjoy,3,2,,,,,,,,68,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Lotus,Karmine Corp,sh1n,omen,1,3,1,,,,,,,61,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Lotus,Karmine Corp,marteen,raze,,1,,,,,,,,40,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Lotus,Karmine Corp,tomaszy,viper,3,,,,2,,,,,54,2,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Lotus,Karmine Corp,N4RRATE,fade,8,1,1,,,,,,,83,5,2
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Lotus,FunPlus Phoenix,Autumn,raze,4,,1,,,,,,,55,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Lotus,FunPlus Phoenix,Life,chamber,5,,,,1,,,,,56,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Lotus,FunPlus Phoenix,BerLIN,omen,3,,,,,,,,,36,3,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Lotus,FunPlus Phoenix,AAAAY,gekko,3,1,,,1,,,,,54,8,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Lotus,FunPlus Phoenix,Lysoar,viper,1,1,,,,,,,,51,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,All Maps,Gen.G,Lakia,"gekko, sova",3,,,,,,,,,27,16,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,All Maps,Gen.G,Munchkin,"kayo, viper",9,1,2,,,1,,,,48,3,2
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,All Maps,Gen.G,t3xture,jett,8,4,1,1,,1,,,,65,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,All Maps,Gen.G,Meteor,"killjoy, yoru",4,3,1,,,,,,,57,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,All Maps,Gen.G,Karon,"astra, omen, viper",11,4,,,2,2,,,,69,5,2
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,All Maps,LOUD,saadhak,"kayo, killjoy",8,1,,,1,,,,,49,9,2
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,All Maps,LOUD,Quick,"jett, yoru",10,4,,,,,,,,53,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,All Maps,LOUD,tuyz,"harbor, omen, viper",5,6,1,,,,,,,56,5,3
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,All Maps,LOUD,cauanzin,"breach, sova",7,1,,,,,,,,38,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,All Maps,LOUD,Less,"cypher, viper",11,2,1,,,,,,,76,3,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Icebox,Gen.G,Lakia,gekko,1,,,,,,,,,26,6,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Icebox,Gen.G,Munchkin,kayo,4,1,,,,,,,,60,2,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Icebox,Gen.G,t3xture,jett,6,2,,,,1,,,,67,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Icebox,Gen.G,Meteor,killjoy,1,2,,,,,,,,44,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Icebox,Gen.G,Karon,viper,4,1,,,1,1,,,,57,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Icebox,LOUD,saadhak,killjoy,5,1,,,,,,,,64,3,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Icebox,LOUD,Quick,jett,4,1,,,,,,,,43,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Icebox,LOUD,tuyz,harbor,,2,,,,,,,,43,4,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Icebox,LOUD,cauanzin,sova,4,,,,,,,,,39,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Icebox,LOUD,Less,viper,6,1,1,,,,,,,97,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Breeze,Gen.G,Lakia,sova,2,,,,,,,,,28,7,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Breeze,Gen.G,Munchkin,viper,3,,1,,,1,,,,40,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Breeze,Gen.G,t3xture,jett,2,1,,1,,,,,,70,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Breeze,Gen.G,Meteor,yoru,1,,,,,,,,,43,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Breeze,Gen.G,Karon,astra,3,,,,,,,,,42,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Breeze,LOUD,saadhak,kayo,1,,,,1,,,,,47,6,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Breeze,LOUD,Quick,jett,3,2,,,,,,,,68,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Breeze,LOUD,tuyz,viper,2,4,,,,,,,,77,1,2
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Breeze,LOUD,cauanzin,sova,2,1,,,,,,,,50,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Breeze,LOUD,Less,cypher,3,1,,,,,,,,70,3,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Ascent,Gen.G,Lakia,sova,,,,,,,,,,27,3,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Ascent,Gen.G,Munchkin,kayo,2,,1,,,,,,,43,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Ascent,Gen.G,t3xture,jett,,1,1,,,,,,,58,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Ascent,Gen.G,Meteor,killjoy,2,1,1,,,,,,,84,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Ascent,Gen.G,Karon,omen,4,3,,,1,1,,,,109,4,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Ascent,LOUD,saadhak,kayo,2,,,,,,,,,37,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Ascent,LOUD,Quick,yoru,3,1,,,,,,,,49,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Ascent,LOUD,tuyz,omen,3,,1,,,,,,,47,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Ascent,LOUD,cauanzin,breach,1,,,,,,,,,24,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Ascent,LOUD,Less,viper,2,,,,,,,,,60,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,All Maps,EDward Gaming,nobody,"skye, sova",6,3,1,,,,,,,52,4,2
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,All Maps,EDward Gaming,ZmjjKK,"kayo, raze",12,5,,,1,,,,,60,3,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,All Maps,EDward Gaming,Haodong,"cypher, omen",6,4,1,,3,1,,,,53,1,2
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,All Maps,EDward Gaming,Smoggy,"breach, kayo, raze",10,1,,,2,,,,,63,6,2
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,All Maps,EDward Gaming,CHICHOO,"brimstone, cypher, viper",5,2,1,,,,,,,57,2,3
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,All Maps,Paper Rex,Monyet,"omen, raze",10,,,,1,1,,,,40,4,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,All Maps,Paper Rex,mindfreak,"brimstone, omen, viper",7,6,,,,,,,,53,2,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,All Maps,Paper Rex,f0rsakeN,"harbor, kayo, yoru",6,5,3,1,1,,,,1.0,59,7,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,All Maps,Paper Rex,d4v41,"fade, sage, viper",7,2,,,1,,,,,52,5,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,All Maps,Paper Rex,something,"gekko, jett, reyna",6,,1,,3,,,,,44,7,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Sunset,EDward Gaming,nobody,sova,1,1,1,,,,,,,57,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Sunset,EDward Gaming,ZmjjKK,raze,2,,,,,,,,,37,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Sunset,EDward Gaming,Haodong,omen,2,2,,,,,,,,51,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Sunset,EDward Gaming,Smoggy,kayo,1,1,,,,,,,,59,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Sunset,EDward Gaming,CHICHOO,cypher,1,,,,,,,,,44,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Sunset,Paper Rex,Monyet,omen,4,,,,,1,,,,48,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Sunset,Paper Rex,mindfreak,viper,3,4,,,,,,,,71,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Sunset,Paper Rex,f0rsakeN,kayo,2,1,,,,,,,,39,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Sunset,Paper Rex,d4v41,sage,2,1,,,1,,,,,60,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Sunset,Paper Rex,something,gekko,1,,1,,2,,,,,47,7,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Bind,EDward Gaming,nobody,sova,,,,,,,,,,27,3,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Bind,EDward Gaming,ZmjjKK,kayo,4,1,,,1,,,,,54,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Bind,EDward Gaming,Haodong,cypher,3,1,1,,1,1,,,,75,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Bind,EDward Gaming,Smoggy,raze,4,,,,1,,,,,63,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Bind,EDward Gaming,CHICHOO,brimstone,3,1,1,,,,,,,74,2,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Bind,Paper Rex,Monyet,raze,3,,,,,,,,,35,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Bind,Paper Rex,mindfreak,brimstone,1,,,,,,,,,35,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Bind,Paper Rex,f0rsakeN,harbor,1,2,2,,1,,,,,62,4,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Bind,Paper Rex,d4v41,fade,4,,,,,,,,,59,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Bind,Paper Rex,something,reyna,5,,,,,,,,,48,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Split,EDward Gaming,nobody,skye,5,2,,,,,,,,71,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Split,EDward Gaming,ZmjjKK,raze,6,4,,,,,,,,89,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Split,EDward Gaming,Haodong,omen,1,1,,,2,,,,,33,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Split,EDward Gaming,Smoggy,breach,5,,,,1,,,,,66,4,2
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Split,EDward Gaming,CHICHOO,viper,1,1,,,,,,,,52,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Split,Paper Rex,Monyet,raze,3,,,,1,,,,,38,3,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Split,Paper Rex,mindfreak,omen,3,2,,,,,,,,53,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Split,Paper Rex,f0rsakeN,yoru,3,2,1,1,,,,,1.0,76,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Split,Paper Rex,d4v41,viper,1,1,,,,,,,,38,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Split,Paper Rex,something,jett,,,,,1,,,,,37,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,All Maps,Sentinels,TenZ,"gekko, omen",8,2,1,1,,,,,,44,10,2
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,All Maps,Sentinels,Sacy,"fade, gekko, skye",7,1,,,1,,,,,46,10,2
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,All Maps,Sentinels,Zellsis,"brimstone, kayo, killjoy",8,1,1,,,2,,,,54,4,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,All Maps,Sentinels,johnqt,"cypher, viper",5,3,,,3,,,,,50,4,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,All Maps,Sentinels,zekken,raze,13,4,1,,1,1,,,,70,3,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,All Maps,Team Heretics,paTiTek,"kayo, viper",9,2,,,,,,,,49,7,4
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,All Maps,Team Heretics,Boo,"astra, omen",5,2,1,,1,,,,,39,4,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,All Maps,Team Heretics,RieNs,"gekko, sova",10,3,,,,,,,,59,8,2
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,All Maps,Team Heretics,MiniBoo,"neon, yoru",13,6,,,2,,,,,60,2,4
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,All Maps,Team Heretics,benjyfishy,"cypher, killjoy, viper",3,1,,,1,,,,,43,3,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Lotus,Sentinels,TenZ,omen,3,,1,1,,,,,,46,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Lotus,Sentinels,Sacy,fade,2,1,,,1,,,,,63,3,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Lotus,Sentinels,Zellsis,killjoy,2,1,1,,,1,,,,64,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Lotus,Sentinels,johnqt,viper,2,2,,,2,,,,,57,2,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Lotus,Sentinels,zekken,raze,4,1,,,,,,,,55,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Lotus,Team Heretics,paTiTek,viper,1,2,,,,,,,,44,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Lotus,Team Heretics,Boo,omen,2,,1,,,,,,,47,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Lotus,Team Heretics,RieNs,gekko,2,,,,,,,,,38,3,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Lotus,Team Heretics,MiniBoo,neon,5,2,,,,,,,,72,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Lotus,Team Heretics,benjyfishy,killjoy,,1,,,1,,,,,42,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Sunset,Sentinels,TenZ,omen,1,,,,,,,,,34,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Sunset,Sentinels,Sacy,gekko,3,,,,,,,,,48,6,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Sunset,Sentinels,Zellsis,kayo,,,,,,,,,,22,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Sunset,Sentinels,johnqt,cypher,1,1,,,,,,,,51,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Sunset,Sentinels,zekken,raze,4,1,,,,1,,,,75,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Sunset,Team Heretics,paTiTek,kayo,4,,,,,,,,,61,3,3
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Sunset,Team Heretics,Boo,omen,1,1,,,,,,,,32,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Sunset,Team Heretics,RieNs,sova,4,2,,,,,,,,75,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Sunset,Team Heretics,MiniBoo,neon,3,3,,,2,,,,,63,0,3
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Sunset,Team Heretics,benjyfishy,cypher,1,,,,,,,,,56,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Bind,Sentinels,TenZ,gekko,4,2,,,,,,,,53,7,2
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Bind,Sentinels,Sacy,skye,2,,,,,,,,,28,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Bind,Sentinels,Zellsis,brimstone,6,,,,,1,,,,75,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Bind,Sentinels,johnqt,viper,2,,,,1,,,,,43,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Bind,Sentinels,zekken,raze,5,2,1,,1,,,,,81,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Bind,Team Heretics,paTiTek,kayo,4,,,,,,,,,42,2,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Bind,Team Heretics,Boo,astra,2,1,,,1,,,,,37,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Bind,Team Heretics,RieNs,sova,4,1,,,,,,,,63,4,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Bind,Team Heretics,MiniBoo,yoru,5,1,,,,,,,,44,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Bind,Team Heretics,benjyfishy,viper,2,,,,,,,,,31,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,All Maps,Sentinels,TenZ,omen,10,2,1,,,,,,,66,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,All Maps,Sentinels,Sacy,"fade, skye",3,,,,,,,,,32,9,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,All Maps,Sentinels,Zellsis,"killjoy, viper",8,,,,1,,,,,55,5,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,All Maps,Sentinels,johnqt,"cypher, viper",5,1,,,,,,,,64,2,4
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,All Maps,Sentinels,zekken,raze,10,4,,,,,,,,59,0,3
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,All Maps,Karmine Corp,MAGNUM,"fade, killjoy",2,3,,,,,,,,40,5,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,All Maps,Karmine Corp,sh1n,"astra, omen",6,1,,,,2,,,,46,2,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,All Maps,Karmine Corp,marteen,"raze, yoru",3,2,1,,,,,,,41,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,All Maps,Karmine Corp,tomaszy,"omen, viper",2,,,,,,,,,28,2,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,All Maps,Karmine Corp,N4RRATE,"fade, raze",6,3,,,,,1,,,53,6,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,Split,Sentinels,TenZ,omen,6,1,,,,,,,,71,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,Split,Sentinels,Sacy,skye,2,,,,,,,,,29,5,0
