Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agents,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuses
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Evil Geniuses vs LOUD,Sunset,Evil Geniuses,Apoth,cypher,,1,1,,,,,,,63,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Evil Geniuses vs LOUD,Sunset,LOUD,saadhak,sova,3,1,,,,,,,,62,1,2
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Evil Geniuses vs LOUD,Sunset,LOUD,Quick,phoenix,1,2,,,,,,,,58,1,2
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Evil Geniuses vs LOUD,Sunset,LOUD,tuyz,omen,3,,,,,,,,,65,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Evil Geniuses vs LOUD,Sunset,LOUD,cauanzin,breach,,1,1,,,,,,,45,1,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Evil Geniuses vs LOUD,Sunset,LOUD,Less,viper,3,1,1,,,,,,,72,2,1
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,All Maps,NRG Esports,crashies,"breach, sova, viper",7,3,,,,1,,,,39,6,3
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,All Maps,NRG Esports,Victor,"cypher, killjoy, raze",8,3,,,,1,,,,47,2,1
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,All Maps,NRG Esports,Marved,"omen, viper",12,,,1,,,,,,47,1,1
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,All Maps,NRG Esports,Ethan,"kayo, skye",9,2,1,,,1,,,,49,14,3
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,All Maps,NRG Esports,Demon1,"jett, omen",12,1,,,,,,,,47,3,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,All Maps,Sentinels,TenZ,omen,11,1,1,,,,,,,56,3,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,All Maps,Sentinels,Sacy,"gekko, skye, sova",4,4,,,1,1,,,,53,12,2
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,All Maps,Sentinels,Zellsis,"kayo, viper",10,2,,,,,,,,54,4,2
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,All Maps,Sentinels,johnqt,cypher,11,1,1,,2,,,,,49,1,3
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,All Maps,Sentinels,zekken,"jett, raze",10,2,1,,,,,,,55,0,5
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Sunset,NRG Esports,crashies,viper,4,2,,,,1,,,,38,0,2
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Sunset,NRG Esports,Victor,cypher,2,2,,,,,,,,33,1,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Sunset,NRG Esports,Marved,omen,7,,,,,,,,,43,1,1
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Sunset,NRG Esports,Ethan,skye,2,,,,,1,,,,27,7,1
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Sunset,NRG Esports,Demon1,jett,5,,,,,,,,,45,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Sunset,Sentinels,TenZ,omen,7,,1,,,,,,,64,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Sunset,Sentinels,Sacy,gekko,2,1,,,,,,,,44,9,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Sunset,Sentinels,Zellsis,kayo,2,,,,,,,,,39,1,1
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Sunset,Sentinels,johnqt,cypher,6,,,,,,,,,39,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Sunset,Sentinels,zekken,raze,6,2,1,,,,,,,62,0,3
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Ascent,NRG Esports,crashies,sova,3,,,,,,,,,45,2,1
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Ascent,NRG Esports,Victor,killjoy,4,,,,,1,,,,58,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Ascent,NRG Esports,Marved,omen,2,,,,,,,,,29,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Ascent,NRG Esports,Ethan,kayo,5,2,1,,,,,,,75,6,2
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Ascent,NRG Esports,Demon1,jett,4,1,,,,,,,,54,1,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Ascent,Sentinels,TenZ,omen,2,,,,,,,,,59,2,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Ascent,Sentinels,Sacy,sova,1,1,,,1,,,,,54,2,1
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Ascent,Sentinels,Zellsis,kayo,5,1,,,,,,,,53,3,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Ascent,Sentinels,johnqt,cypher,1,,,,,,,,,26,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Ascent,Sentinels,zekken,jett,2,,,,,,,,,57,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Split,NRG Esports,crashies,breach,,1,,,,,,,,33,4,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Split,NRG Esports,Victor,raze,2,1,,,,,,,,51,1,1
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Split,NRG Esports,Marved,viper,3,,,1,,,,,,68,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Split,NRG Esports,Ethan,skye,2,,,,,,,,,44,1,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Split,NRG Esports,Demon1,omen,3,,,,,,,,,42,2,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Split,Sentinels,TenZ,omen,2,1,,,,,,,,46,1,0
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Split,Sentinels,Sacy,skye,1,2,,,,1,,,,60,1,1
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Split,Sentinels,Zellsis,viper,3,1,,,,,,,,71,0,1
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Split,Sentinels,johnqt,cypher,4,1,1,,2,,,,,81,1,3
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Split,Sentinels,zekken,raze,2,,,,,,,,,47,0,2
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,All Maps,LOUD,saadhak,"kayo, killjoy, skye, sova",8,2,,,1,,,,,47,12,2
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,All Maps,LOUD,Quick,"jett, phoenix, raze",13,5,1,,,1,,,,54,2,1
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,All Maps,LOUD,tuyz,"brimstone, harbor, omen",15,3,,,3,2,,1,,53,6,4
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,All Maps,LOUD,cauanzin,"breach, sova",14,2,,,,,,,,47,18,2
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,All Maps,LOUD,Less,viper,8,5,,,1,,,,,59,2,3
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,All Maps,Sentinels,TenZ,"kayo, omen, yoru",18,7,,,,,,,,60,5,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,All Maps,Sentinels,Sacy,"fade, gekko, skye",14,3,,,1,1,1,,,57,27,4
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,All Maps,Sentinels,Zellsis,"brimstone, kayo, killjoy, viper",10,5,,,2,,,,,47,3,4
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,All Maps,Sentinels,johnqt,"cypher, viper",14,2,,,5,1,,,,57,7,3
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,All Maps,Sentinels,zekken,"jett, raze",18,5,,,,1,,,,63,3,2
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Sunset,LOUD,saadhak,sova,2,,,,,,,,,42,0,1
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Sunset,LOUD,Quick,phoenix,6,,,,,1,,,,55,0,1
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Sunset,LOUD,tuyz,omen,4,,,,1,1,,1,,59,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Sunset,LOUD,cauanzin,breach,2,,,,,,,,,45,9,1
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Sunset,LOUD,Less,viper,1,1,,,1,,,,,56,0,1
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Sunset,Sentinels,TenZ,omen,6,2,,,,,,,,83,1,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Sunset,Sentinels,Sacy,gekko,5,1,,,,,1,,,78,10,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Sunset,Sentinels,Zellsis,kayo,2,1,,,,,,,,42,0,1
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Sunset,Sentinels,johnqt,cypher,3,,,,,,,,,48,0,2
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Sunset,Sentinels,zekken,raze,5,1,,,,,,,,54,1,1
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Split,LOUD,saadhak,skye,,,,,,,,,,22,1,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Split,LOUD,Quick,raze,1,,,,,,,,,40,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Split,LOUD,tuyz,omen,1,,,,,,,,,39,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Split,LOUD,cauanzin,breach,3,,,,,,,,,34,3,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Split,LOUD,Less,viper,1,1,,,,,,,,80,2,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Split,Sentinels,TenZ,omen,5,1,,,,,,,,73,1,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Split,Sentinels,Sacy,skye,3,,,,,,,,,69,3,2
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Split,Sentinels,Zellsis,viper,2,1,,,1,,,,,57,0,1
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Split,Sentinels,johnqt,cypher,1,,,,,,,,,52,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Split,Sentinels,zekken,raze,4,1,,,,,,,,84,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Icebox,LOUD,saadhak,killjoy,3,1,,,,,,,,60,7,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Icebox,LOUD,Quick,jett,1,1,,,,,,,,39,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Icebox,LOUD,tuyz,harbor,2,2,,,,1,,,,57,3,1
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Icebox,LOUD,cauanzin,sova,3,1,,,,,,,,64,1,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Icebox,LOUD,Less,viper,1,2,,,,,,,,62,0,2
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Icebox,Sentinels,TenZ,kayo,1,3,,,,,,,,49,1,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Icebox,Sentinels,Sacy,gekko,1,,,,,,,,,25,7,2
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Icebox,Sentinels,Zellsis,killjoy,4,1,,,,,,,,42,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Icebox,Sentinels,johnqt,viper,4,1,,,1,,,,,60,2,1
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Icebox,Sentinels,zekken,jett,3,,,,,,,,,44,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Bind,LOUD,saadhak,kayo,,1,,,,,,,,66,2,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Bind,LOUD,Quick,phoenix,2,3,1,,,,,,,69,2,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Bind,LOUD,tuyz,brimstone,5,1,,,2,,,,,58,3,2
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Bind,LOUD,cauanzin,breach,3,1,,,,,,,,46,3,1
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Bind,LOUD,Less,viper,3,,,,,,,,,21,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Bind,Sentinels,TenZ,yoru,4,,,,,,,,,46,1,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Bind,Sentinels,Sacy,skye,1,1,,,,,,,,46,3,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Bind,Sentinels,Zellsis,brimstone,1,2,,,,,,,,60,2,1
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Bind,Sentinels,johnqt,viper,3,1,,,1,,,,,59,2,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Bind,Sentinels,zekken,raze,2,1,,,,,,,,59,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Lotus,LOUD,saadhak,skye,3,,,,1,,,,,47,2,1
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Lotus,LOUD,Quick,phoenix,3,1,,,,,,,,66,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Lotus,LOUD,tuyz,omen,3,,,,,,,,,53,0,1
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Lotus,LOUD,cauanzin,breach,3,,,,,,,,,46,2,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Lotus,LOUD,Less,viper,2,1,,,,,,,,74,0,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Lotus,Sentinels,TenZ,omen,2,1,,,,,,,,47,1,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Lotus,Sentinels,Sacy,fade,4,1,,,1,1,,,,68,4,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Lotus,Sentinels,Zellsis,killjoy,1,,,,1,,,,,35,1,1
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Lotus,Sentinels,johnqt,viper,3,,,,3,1,,,,64,3,0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Lotus,Sentinels,zekken,raze,4,2,,,,1,,,,72,2,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,All Maps,FUT Esports,cNed,"neon, yoru",14,1,,,,,,,,65,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,All Maps,FUT Esports,qRaxs,"gekko, kayo",5,2,,,,1,,,,46,5,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,All Maps,FUT Esports,AtaKaptan,"breach, omen",7,,,1,2,,,,,58,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,All Maps,FUT Esports,MrFaliN,"astra, gekko",6,3,,,,,,,,52,10,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,All Maps,FUT Esports,yetujey,"killjoy, viper",2,1,,,,,,1,,56,4,2
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,All Maps,Team Heretics,paTiTek,"kayo, viper",1,1,,,2,,,,,33,9,2
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,All Maps,Team Heretics,Boo,"astra, omen",14,2,2,,,,,,,83,3,2
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,All Maps,Team Heretics,RieNs,"gekko, sova",3,,,,,,,,,36,6,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,All Maps,Team Heretics,MiniBoo,"neon, yoru",6,2,2,,1,,1,,,69,0,2
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,All Maps,Team Heretics,benjyfishy,"killjoy, viper",3,3,,,1,1,,,,48,2,2
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Lotus,FUT Esports,cNed,yoru,8,,,,,,,,,62,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Lotus,FUT Esports,qRaxs,gekko,4,2,,,,1,,,,57,5,0
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Lotus,FUT Esports,AtaKaptan,breach,2,,,1,2,,,,,48,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Lotus,FUT Esports,MrFaliN,astra,4,1,,,,,,,,40,2,0
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Lotus,FUT Esports,yetujey,killjoy,1,,,,,,,1,,43,2,2
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Lotus,Team Heretics,paTiTek,viper,,,,,1,,,,,27,4,2
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Lotus,Team Heretics,Boo,omen,6,2,1,,,,,,,81,2,0
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Lotus,Team Heretics,RieNs,gekko,2,,,,,,,,,45,5,0
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Lotus,Team Heretics,MiniBoo,neon,2,2,1,,,,1,,,65,0,0
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Lotus,Team Heretics,benjyfishy,killjoy,,2,,,1,1,,,,49,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Bind,FUT Esports,cNed,neon,6,1,,,,,,,,68,1,0
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Bind,FUT Esports,qRaxs,kayo,1,,,,,,,,,35,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Bind,FUT Esports,AtaKaptan,omen,5,,,,,,,,,68,0,0
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Bind,FUT Esports,MrFaliN,gekko,2,2,,,,,,,,63,8,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Bind,FUT Esports,yetujey,viper,1,1,,,,,,,,68,2,0
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Bind,Team Heretics,paTiTek,kayo,1,1,,,1,,,,,38,5,0
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Bind,Team Heretics,Boo,astra,8,,1,,,,,,,85,1,2
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Bind,Team Heretics,RieNs,sova,1,,,,,,,,,26,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Bind,Team Heretics,MiniBoo,yoru,4,,1,,1,,,,,73,0,2
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Bind,Team Heretics,benjyfishy,viper,3,1,,,,,,,,47,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,All Maps,GIANTX,Fit1nho,raze,7,1,1,,,,,,,42,1,0
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,All Maps,GIANTX,Redgar,omen,5,4,,,1,1,,,,49,4,2
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,All Maps,GIANTX,hoody,"breach, skye, viper",4,,2,,,1,,,,44,7,2
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,All Maps,GIANTX,nukkye,"cypher, killjoy, sage",6,,1,,,,,,,46,3,2
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,All Maps,GIANTX,Cloud,"breach, fade, skye",5,7,2,,,,,,,60,11,0
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,All Maps,Karmine Corp,MAGNUM,"cypher, fade, killjoy",11,2,1,,2,,,,,64,10,2
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,All Maps,Karmine Corp,sh1n,"astra, omen",5,,,,1,,,,,33,2,2
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,All Maps,Karmine Corp,marteen,"raze, yoru",9,2,1,,,,,,,47,1,4
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,All Maps,Karmine Corp,tomaszy,"omen, viper",10,2,,,,,,,,56,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,All Maps,Karmine Corp,N4RRATE,"fade, gekko, raze",11,3,1,,,,1,,,73,7,3
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Split,GIANTX,Fit1nho,raze,5,1,1,,,,,,,60,0,0
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Split,GIANTX,Redgar,omen,2,1,,,1,1,,,,48,2,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Split,GIANTX,hoody,skye,2,,,,,,,,,42,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Split,GIANTX,nukkye,cypher,1,,1,,,,,,,40,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Split,GIANTX,Cloud,breach,1,4,,,,,,,,53,7,0
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Split,Karmine Corp,MAGNUM,fade,4,1,,,1,,,,,49,8,2
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Split,Karmine Corp,sh1n,astra,2,,,,1,,,,,29,0,0
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Split,Karmine Corp,marteen,yoru,4,,1,,,,,,,51,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Split,Karmine Corp,tomaszy,omen,3,,,,,,,,,46,0,0
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Split,Karmine Corp,N4RRATE,raze,3,2,1,,,,,,,68,0,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Sunset,GIANTX,Fit1nho,raze,1,,,,,,,,,23,0,0
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Sunset,GIANTX,Redgar,omen,3,3,,,,,,,,67,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Sunset,GIANTX,hoody,breach,1,,2,,,1,,,,63,6,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Sunset,GIANTX,nukkye,sage,3,,,,,,,,,50,2,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Sunset,GIANTX,Cloud,fade,3,2,1,,,,,,,54,0,0
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Sunset,Karmine Corp,MAGNUM,cypher,5,1,,,1,,,,,62,1,0
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Sunset,Karmine Corp,sh1n,omen,3,,,,,,,,,36,0,0
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Sunset,Karmine Corp,marteen,raze,2,,,,,,,,,38,0,2
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Sunset,Karmine Corp,tomaszy,viper,3,2,,,,,,,,61,1,1
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Sunset,Karmine Corp,N4RRATE,gekko,3,,,,,,,,,67,6,0
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Lotus,GIANTX,Fit1nho,raze,1,,,,,,,,,42,1,0
