Tournament,Stage,Match Type,Map,Agent,Pick Rate
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,viper,80%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,omen,80%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,raze,70%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,skye,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,jett,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,cypher,30%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,killjoy,30%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,kayo,20%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,sova,20%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,gekko,20%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,breach,20%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,phoenix,10%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,fade,10%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,harbor,10%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,sage,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,reyna,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,astra,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,neon,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,iso,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,deadlock,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,clove,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,chamber,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,brimstone,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,All Maps,yoru,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,viper,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,omen,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,raze,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,skye,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,jett,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,cypher,25%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,killjoy,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,kayo,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,sova,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,gekko,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,breach,25%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,phoenix,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,fade,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,harbor,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,sage,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,reyna,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,astra,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,neon,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,iso,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,deadlock,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,clove,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,chamber,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,brimstone,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,yoru,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,viper,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,omen,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,raze,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,skye,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,jett,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,cypher,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,killjoy,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,kayo,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,sova,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,gekko,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,breach,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,phoenix,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,fade,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,harbor,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,sage,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,reyna,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,astra,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,neon,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,iso,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,deadlock,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,clove,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,chamber,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,brimstone,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,yoru,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,viper,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,omen,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,raze,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,skye,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,jett,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,cypher,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,killjoy,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,kayo,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,sova,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,gekko,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,breach,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,phoenix,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,fade,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,harbor,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,sage,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,reyna,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,astra,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,neon,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,iso,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,deadlock,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,clove,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,chamber,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,brimstone,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,yoru,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,viper,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,omen,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,raze,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,skye,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,jett,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,cypher,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,killjoy,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,kayo,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,sova,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,gekko,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,breach,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,phoenix,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,fade,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,harbor,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,sage,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,reyna,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,astra,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,neon,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,iso,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,deadlock,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,clove,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,chamber,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,brimstone,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,yoru,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,viper,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,raze,67%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,omen,67%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,jett,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,sova,33%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,skye,33%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,cypher,33%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,fade,33%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,killjoy,33%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,astra,17%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,kayo,17%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,yoru,17%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,iso,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,breach,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,harbor,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,neon,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,gekko,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,phoenix,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,deadlock,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,reyna,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,sage,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,clove,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,chamber,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,All Maps,brimstone,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,viper,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,raze,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,omen,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,jett,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,sova,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,skye,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,cypher,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,fade,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,killjoy,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,astra,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,kayo,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,yoru,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,iso,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,breach,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,harbor,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,neon,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,gekko,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,phoenix,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,deadlock,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,reyna,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,sage,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,clove,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,chamber,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,brimstone,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,viper,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,raze,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,omen,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,jett,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,sova,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,skye,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,cypher,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,fade,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,killjoy,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,astra,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,kayo,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,yoru,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,iso,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,breach,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,harbor,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,neon,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,gekko,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,phoenix,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,deadlock,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,reyna,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,sage,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,clove,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,chamber,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,brimstone,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,viper,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,raze,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,omen,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,jett,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,sova,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,skye,100%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,cypher,50%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,fade,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,killjoy,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,astra,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,kayo,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,yoru,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,iso,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,breach,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,harbor,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,neon,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,gekko,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,phoenix,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,deadlock,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,reyna,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,sage,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,clove,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,chamber,0%
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,brimstone,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,viper,80%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,jett,70%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,kayo,50%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,sova,40%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,skye,40%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,raze,40%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,omen,40%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,killjoy,40%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,cypher,30%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,gekko,30%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,brimstone,20%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,astra,10%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,yoru,10%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,breach,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,iso,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,neon,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,harbor,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,phoenix,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,fade,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,reyna,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,sage,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,deadlock,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,clove,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,All Maps,chamber,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,viper,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,jett,100%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,kayo,100%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,sova,100%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,skye,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,raze,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,omen,100%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,killjoy,100%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,cypher,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,gekko,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,brimstone,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,astra,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,yoru,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,breach,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,iso,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,neon,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,harbor,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,phoenix,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,fade,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,reyna,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,sage,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,deadlock,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,clove,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,chamber,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,viper,100%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,jett,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,kayo,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,sova,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,skye,100%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,raze,100%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,omen,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,killjoy,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,cypher,50%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,gekko,50%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,brimstone,100%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,astra,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,yoru,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,breach,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,iso,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,neon,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,harbor,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,phoenix,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,fade,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,reyna,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,sage,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,deadlock,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,clove,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,chamber,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,viper,100%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,jett,100%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,kayo,50%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,sova,100%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,skye,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,raze,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,omen,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,killjoy,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,cypher,50%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,gekko,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,brimstone,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,astra,50%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,yoru,50%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,breach,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,iso,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,neon,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,harbor,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,phoenix,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,fade,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,reyna,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,sage,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,deadlock,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,clove,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,chamber,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,viper,100%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,jett,100%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,kayo,100%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,sova,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,skye,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,raze,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,omen,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,killjoy,100%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,cypher,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,gekko,100%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,brimstone,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,astra,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,yoru,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,breach,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,iso,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,neon,0%
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,harbor,0%
