Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,Sentinels,viper,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,Sentinels,omen,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,Sentinels,raze,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,Sentinels,skye,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,Sentinels,cypher,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,LOUD,viper,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,LOUD,omen,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,LOUD,raze,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,LOUD,skye,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,LOUD,breach,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,Gen.G,viper,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,Gen.G,omen,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,Gen.G,raze,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,Gen.G,skye,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,Gen.G,jett,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,Paper Rex,viper,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,Paper Rex,omen,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,Paper Rex,raze,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,Paper Rex,skye,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Split,Paper Rex,jett,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,Sentinels,viper,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,Sentinels,jett,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,Sentinels,killjoy,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,Sentinels,kayo,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,Sentinels,gekko,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,LOUD,viper,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,LOUD,jett,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,LOUD,killjoy,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,LOUD,sova,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Icebox,LOUD,harbor,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,Sentinels,omen,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,Sentinels,raze,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,Sentinels,cypher,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,Sentinels,kayo,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,Sentinels,gekko,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,LOUD,viper,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,LOUD,omen,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,LOUD,sova,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,LOUD,breach,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sunset,LOUD,phoenix,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,Gen.G,viper,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,Gen.G,omen,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,Gen.G,raze,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,Gen.G,killjoy,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,Gen.G,fade,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,Paper Rex,omen,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,Paper Rex,raze,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,Paper Rex,skye,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,Paper Rex,jett,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Lotus,Paper Rex,cypher,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,Gen.G,viper,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,Gen.G,raze,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,Gen.G,omen,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,Gen.G,jett,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,Gen.G,skye,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,Sentinels,viper,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,Sentinels,raze,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,Sentinels,omen,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,Sentinels,skye,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Split,Sentinels,cypher,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,Gen.G,viper,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,Gen.G,raze,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,Gen.G,omen,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,Gen.G,fade,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,Gen.G,killjoy,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,Sentinels,viper,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,Sentinels,raze,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,Sentinels,omen,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,Sentinels,fade,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Lotus,Sentinels,killjoy,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,Gen.G,viper,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,Gen.G,jett,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,Gen.G,sova,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,Gen.G,astra,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,Gen.G,yoru,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,Sentinels,viper,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,Sentinels,jett,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,Sentinels,sova,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,Sentinels,cypher,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Breeze,Sentinels,kayo,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,Gen.G,viper,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,Gen.G,jett,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,Gen.G,sova,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,Gen.G,astra,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,Gen.G,yoru,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,Sentinels,viper,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,Sentinels,jett,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,Sentinels,kayo,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,Sentinels,sova,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Breeze,Sentinels,cypher,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,Gen.G,viper,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,Gen.G,skye,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,Gen.G,raze,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,Gen.G,cypher,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,Gen.G,brimstone,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,Sentinels,viper,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,Sentinels,skye,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,Sentinels,raze,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,Sentinels,gekko,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Bind,Sentinels,brimstone,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,Gen.G,jett,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,Gen.G,kayo,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,Gen.G,sova,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,Gen.G,omen,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,Gen.G,killjoy,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,Sentinels,jett,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,Sentinels,kayo,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,Sentinels,sova,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,Sentinels,omen,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Ascent,Sentinels,killjoy,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Split,Gen.G,viper,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Split,Gen.G,jett,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Split,Gen.G,skye,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Split,Gen.G,raze,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Split,Gen.G,omen,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Split,Sentinels,viper,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Split,Sentinels,skye,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Split,Sentinels,raze,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Split,Sentinels,omen,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Split,Sentinels,cypher,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,Gen.G,viper,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,Gen.G,jett,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,Gen.G,kayo,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,Gen.G,killjoy,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,Gen.G,gekko,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,Sentinels,viper,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,Sentinels,jett,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,Sentinels,kayo,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,Sentinels,killjoy,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Icebox,Sentinels,gekko,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Ascent,Paper Rex,viper,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Ascent,Paper Rex,omen,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Ascent,Paper Rex,gekko,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Ascent,Paper Rex,fade,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Ascent,Paper Rex,raze,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Ascent,LOUD,viper,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Ascent,LOUD,omen,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Ascent,LOUD,kayo,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Ascent,LOUD,phoenix,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Ascent,LOUD,breach,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Sunset,Paper Rex,viper,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Sunset,Paper Rex,omen,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Sunset,Paper Rex,kayo,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Sunset,Paper Rex,gekko,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Sunset,Paper Rex,sage,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Sunset,LOUD,viper,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Sunset,LOUD,omen,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Sunset,LOUD,phoenix,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Sunset,LOUD,breach,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Sunset,LOUD,sova,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Lotus,Sentinels,omen,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Lotus,Sentinels,raze,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Lotus,Sentinels,viper,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Lotus,Sentinels,fade,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Lotus,Sentinels,killjoy,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Lotus,Paper Rex,omen,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Lotus,Paper Rex,raze,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Lotus,Paper Rex,skye,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Lotus,Paper Rex,cypher,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Lotus,Paper Rex,jett,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Ascent,Sentinels,omen,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Ascent,Sentinels,kayo,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Ascent,Sentinels,jett,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Ascent,Sentinels,killjoy,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Ascent,Sentinels,sova,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Ascent,Paper Rex,omen,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Ascent,Paper Rex,raze,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Ascent,Paper Rex,viper,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Ascent,Paper Rex,gekko,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Ascent,Paper Rex,fade,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Split,Sentinels,omen,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Split,Sentinels,raze,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Split,Sentinels,viper,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Split,Sentinels,skye,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Split,Sentinels,cypher,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Split,Paper Rex,omen,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Split,Paper Rex,raze,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Split,Paper Rex,viper,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Split,Paper Rex,skye,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Split,Paper Rex,jett,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sunset,Sentinels,omen,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sunset,Sentinels,raze,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sunset,Sentinels,kayo,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sunset,Sentinels,cypher,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sunset,Sentinels,gekko,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sunset,Paper Rex,omen,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sunset,Paper Rex,viper,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sunset,Paper Rex,kayo,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sunset,Paper Rex,gekko,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sunset,Paper Rex,sage,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Icebox,Gen.G,viper,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Icebox,Gen.G,kayo,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Icebox,Gen.G,jett,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Icebox,Gen.G,gekko,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Icebox,Gen.G,killjoy,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Icebox,LOUD,viper,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Icebox,LOUD,jett,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Icebox,LOUD,sova,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Icebox,LOUD,killjoy,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Icebox,LOUD,harbor,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Icebox,Karmine Corp,viper,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Icebox,Karmine Corp,jett,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Icebox,Karmine Corp,gekko,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Icebox,Karmine Corp,killjoy,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Icebox,Karmine Corp,sage,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Icebox,FunPlus Phoenix,viper,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Icebox,FunPlus Phoenix,omen,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Icebox,FunPlus Phoenix,jett,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Icebox,FunPlus Phoenix,gekko,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Icebox,FunPlus Phoenix,reyna,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Lotus,Sentinels,viper,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Lotus,Sentinels,omen,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Lotus,Sentinels,raze,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Lotus,Sentinels,killjoy,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Lotus,Sentinels,fade,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Lotus,Team Heretics,viper,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Lotus,Team Heretics,omen,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Lotus,Team Heretics,gekko,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Lotus,Team Heretics,killjoy,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Lotus,Team Heretics,neon,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Lotus,Karmine Corp,viper,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Lotus,Karmine Corp,omen,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Lotus,Karmine Corp,raze,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Lotus,Karmine Corp,killjoy,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Lotus,Karmine Corp,fade,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Lotus,FunPlus Phoenix,viper,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Lotus,FunPlus Phoenix,omen,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Lotus,FunPlus Phoenix,raze,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Lotus,FunPlus Phoenix,gekko,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Lotus,FunPlus Phoenix,chamber,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Breeze,Gen.G,viper,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Breeze,Gen.G,jett,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Breeze,Gen.G,sova,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Breeze,Gen.G,yoru,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Breeze,Gen.G,astra,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Breeze,LOUD,viper,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Breeze,LOUD,kayo,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Breeze,LOUD,jett,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Breeze,LOUD,sova,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Breeze,LOUD,cypher,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Ascent,Gen.G,omen,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Ascent,Gen.G,kayo,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Ascent,Gen.G,jett,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Ascent,Gen.G,sova,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Ascent,Gen.G,killjoy,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Ascent,LOUD,viper,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Ascent,LOUD,omen,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Ascent,LOUD,kayo,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Ascent,LOUD,yoru,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Ascent,LOUD,breach,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sunset,EDward Gaming,omen,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sunset,EDward Gaming,kayo,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sunset,EDward Gaming,raze,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sunset,EDward Gaming,sova,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sunset,EDward Gaming,cypher,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sunset,Paper Rex,viper,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sunset,Paper Rex,omen,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sunset,Paper Rex,kayo,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sunset,Paper Rex,gekko,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sunset,Paper Rex,sage,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sunset,Sentinels,omen,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sunset,Sentinels,kayo,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sunset,Sentinels,raze,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sunset,Sentinels,gekko,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sunset,Sentinels,cypher,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sunset,Team Heretics,omen,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sunset,Team Heretics,kayo,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sunset,Team Heretics,sova,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sunset,Team Heretics,cypher,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sunset,Team Heretics,neon,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Bind,EDward Gaming,kayo,1,0,1
