Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Bind,ZETA DIVISION,raze,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Bind,ZETA DIVISION,skye,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Bind,ZETA DIVISION,cypher,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Bind,ZETA DIVISION,brimstone,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Bind,Global Esports,viper,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Bind,Global Esports,raze,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Bind,Global Esports,kayo,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Bind,Global Esports,cypher,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Bind,Global Esports,gekko,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Icebox,ZETA DIVISION,viper,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Icebox,ZETA DIVISION,sova,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Icebox,ZETA DIVISION,jett,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Icebox,ZETA DIVISION,harbor,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Icebox,ZETA DIVISION,killjoy,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Icebox,Global Esports,viper,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Icebox,Global Esports,sova,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Icebox,Global Esports,jett,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Icebox,Global Esports,killjoy,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Icebox,Global Esports,kayo,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Breeze,T1,viper,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Breeze,T1,sova,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Breeze,T1,jett,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Breeze,T1,harbor,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Breeze,T1,yoru,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Breeze,BLEED,viper,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Breeze,BLEED,sova,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Breeze,BLEED,skye,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Breeze,BLEED,harbor,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Breeze,BLEED,neon,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Lotus,T1,viper,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Lotus,T1,raze,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Lotus,T1,omen,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Lotus,T1,fade,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Lotus,T1,chamber,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Lotus,BLEED,raze,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Lotus,BLEED,skye,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Lotus,BLEED,killjoy,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Lotus,BLEED,omen,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),Lotus,BLEED,breach,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Ascent,T1,omen,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Ascent,T1,viper,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Ascent,T1,fade,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Ascent,T1,cypher,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Ascent,T1,jett,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Ascent,ZETA DIVISION,omen,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Ascent,ZETA DIVISION,sova,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Ascent,ZETA DIVISION,jett,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Ascent,ZETA DIVISION,killjoy,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Ascent,ZETA DIVISION,kayo,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Lotus,T1,omen,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Lotus,T1,viper,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Lotus,T1,fade,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Lotus,T1,raze,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Lotus,T1,chamber,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Lotus,ZETA DIVISION,omen,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Lotus,ZETA DIVISION,viper,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Lotus,ZETA DIVISION,fade,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Lotus,ZETA DIVISION,raze,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Lotus,ZETA DIVISION,killjoy,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Sunset,T1,omen,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Sunset,T1,viper,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Sunset,T1,raze,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Sunset,T1,cypher,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Sunset,T1,sova,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Sunset,ZETA DIVISION,omen,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Sunset,ZETA DIVISION,fade,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Sunset,ZETA DIVISION,raze,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Sunset,ZETA DIVISION,cypher,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),Sunset,ZETA DIVISION,breach,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Sunset,BLEED,viper,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Sunset,BLEED,omen,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Sunset,BLEED,raze,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Sunset,BLEED,sova,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Sunset,BLEED,cypher,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Sunset,Global Esports,viper,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Sunset,Global Esports,omen,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Sunset,Global Esports,raze,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Sunset,Global Esports,gekko,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Sunset,Global Esports,fade,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Icebox,BLEED,viper,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Icebox,BLEED,sova,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Icebox,BLEED,jett,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Icebox,BLEED,killjoy,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Icebox,BLEED,harbor,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Icebox,Global Esports,viper,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Icebox,Global Esports,sova,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Icebox,Global Esports,jett,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Icebox,Global Esports,killjoy,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Icebox,Global Esports,kayo,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Split,BLEED,viper,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Split,BLEED,omen,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Split,BLEED,raze,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Split,BLEED,cypher,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Split,BLEED,skye,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Split,Global Esports,omen,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Split,Global Esports,raze,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Split,Global Esports,cypher,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Split,Global Esports,gekko,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),Split,Global Esports,breach,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),Bind,ZETA DIVISION,raze,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),Bind,ZETA DIVISION,viper,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),Bind,ZETA DIVISION,cypher,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),Bind,ZETA DIVISION,brimstone,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),Bind,ZETA DIVISION,skye,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),Bind,Global Esports,raze,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),Bind,Global Esports,viper,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),Bind,Global Esports,cypher,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),Bind,Global Esports,gekko,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),Bind,Global Esports,kayo,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),Lotus,ZETA DIVISION,raze,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),Lotus,ZETA DIVISION,viper,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),Lotus,ZETA DIVISION,omen,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),Lotus,ZETA DIVISION,fade,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),Lotus,ZETA DIVISION,killjoy,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),Lotus,Global Esports,raze,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),Lotus,Global Esports,cypher,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),Lotus,Global Esports,omen,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),Lotus,Global Esports,fade,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),Lotus,Global Esports,gekko,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Icebox,Gen.G,viper,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Icebox,Gen.G,jett,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Icebox,Gen.G,gekko,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Icebox,Gen.G,killjoy,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Icebox,Gen.G,kayo,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Icebox,Rex Regum Qeon,viper,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Icebox,Rex Regum Qeon,jett,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Icebox,Rex Regum Qeon,gekko,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Icebox,Rex Regum Qeon,killjoy,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Icebox,Rex Regum Qeon,sova,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Split,Gen.G,viper,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Split,Gen.G,raze,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Split,Gen.G,jett,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Split,Gen.G,skye,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Split,Gen.G,astra,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Split,Rex Regum Qeon,viper,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Split,Rex Regum Qeon,raze,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Split,Rex Regum Qeon,skye,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Split,Rex Regum Qeon,cypher,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Split,Rex Regum Qeon,astra,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Sunset,Gen.G,viper,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Sunset,Gen.G,raze,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Sunset,Gen.G,skye,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Sunset,Gen.G,cypher,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Sunset,Gen.G,omen,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Sunset,Rex Regum Qeon,raze,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Sunset,Rex Regum Qeon,cypher,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Sunset,Rex Regum Qeon,omen,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Sunset,Rex Regum Qeon,harbor,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Sunset,Rex Regum Qeon,fade,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Breeze,Gen.G,viper,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Breeze,Gen.G,skye,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Breeze,Gen.G,cypher,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Breeze,Gen.G,jett,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Breeze,Gen.G,astra,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Breeze,Paper Rex,omen,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Breeze,Paper Rex,viper,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Breeze,Paper Rex,sova,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Breeze,Paper Rex,harbor,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Breeze,Paper Rex,yoru,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Lotus,Gen.G,omen,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Lotus,Gen.G,viper,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Lotus,Gen.G,raze,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Lotus,Gen.G,killjoy,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Lotus,Gen.G,fade,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Lotus,Paper Rex,omen,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Lotus,Paper Rex,skye,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Lotus,Paper Rex,cypher,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Lotus,Paper Rex,raze,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Lotus,Paper Rex,jett,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Sunset,Gen.G,omen,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Sunset,Gen.G,viper,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Sunset,Gen.G,skye,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Sunset,Gen.G,cypher,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Sunset,Gen.G,raze,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Sunset,Paper Rex,omen,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Sunset,Paper Rex,viper,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Sunset,Paper Rex,sage,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Sunset,Paper Rex,kayo,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Sunset,Paper Rex,gekko,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Lotus,Gen.G,viper,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Lotus,Gen.G,killjoy,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Lotus,Gen.G,raze,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Lotus,Gen.G,fade,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Lotus,Gen.G,omen,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Lotus,Rex Regum Qeon,viper,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Lotus,Rex Regum Qeon,raze,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Lotus,Rex Regum Qeon,fade,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Lotus,Rex Regum Qeon,omen,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Lotus,Rex Regum Qeon,chamber,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Breeze,Gen.G,viper,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Breeze,Gen.G,jett,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Breeze,Gen.G,cypher,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Breeze,Gen.G,astra,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Breeze,Gen.G,skye,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Breeze,Rex Regum Qeon,viper,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Breeze,Rex Regum Qeon,jett,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Breeze,Rex Regum Qeon,sova,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Breeze,Rex Regum Qeon,cypher,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Breeze,Rex Regum Qeon,yoru,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Icebox,Gen.G,viper,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Icebox,Gen.G,jett,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Icebox,Gen.G,killjoy,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Icebox,Gen.G,gekko,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Icebox,Gen.G,kayo,1,0,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Icebox,Rex Regum Qeon,viper,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Icebox,Rex Regum Qeon,jett,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Icebox,Rex Regum Qeon,killjoy,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Icebox,Rex Regum Qeon,sova,0,1,1
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Icebox,Rex Regum Qeon,gekko,0,1,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Gen.G,viper,1,2,3
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Gen.G,jett,1,2,3
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Gen.G,cypher,1,2,3
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Gen.G,skye,1,2,3
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Gen.G,astra,1,2,3
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Team Secret,viper,3,1,4
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Team Secret,jett,3,1,4
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Team Secret,sova,3,1,4
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Team Secret,cypher,3,1,4
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Team Secret,kayo,3,1,4
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Paper Rex,viper,0,1,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Paper Rex,omen,0,1,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Paper Rex,sova,0,1,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Paper Rex,yoru,0,1,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Paper Rex,harbor,0,1,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,T1,viper,1,0,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,T1,jett,1,0,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,T1,sova,1,0,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,T1,yoru,1,0,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,T1,harbor,1,0,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Talon Esports,viper,1,1,2
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Talon Esports,sova,1,1,2
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Talon Esports,yoru,1,1,2
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Talon Esports,harbor,1,1,2
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Talon Esports,neon,1,1,2
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,DRX,viper,1,0,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,DRX,jett,1,0,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,DRX,sova,1,0,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,DRX,cypher,1,0,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,DRX,yoru,1,0,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Rex Regum Qeon,viper,1,0,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Rex Regum Qeon,jett,1,0,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Rex Regum Qeon,sova,1,0,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Rex Regum Qeon,cypher,1,0,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,Rex Regum Qeon,yoru,1,0,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,BLEED,viper,0,1,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,BLEED,sova,0,1,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,BLEED,skye,0,1,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,BLEED,harbor,0,1,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,BLEED,neon,0,1,1
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,DetonatioN FocusMe,viper,0,2,2
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,DetonatioN FocusMe,sova,0,2,2
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,DetonatioN FocusMe,cypher,0,2,2
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,DetonatioN FocusMe,yoru,0,2,2
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Breeze,DetonatioN FocusMe,harbor,0,2,2
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Ascent,Gen.G,omen,2,0,2
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Ascent,Gen.G,jett,2,0,2
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Ascent,Gen.G,killjoy,2,0,2
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Ascent,Gen.G,sova,2,0,2
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Ascent,Gen.G,kayo,2,0,2
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Ascent,Team Secret,omen,2,1,3
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Ascent,Team Secret,jett,2,1,3
Champions Tour 2024: Pacific Kickoff,All Stages,All Match Types,Ascent,Team Secret,killjoy,2,1,3
