Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agents,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuses
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (D),GochuGaru vs Alpha Six Gaming,Bind,Alpha Six Gaming,Akame,sova,,,,,,,,,,31,3,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (D),GochuGaru vs Alpha Six Gaming,Breeze,GochuGaru,climax,skye,3,1,,,,,,,,48,0,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (D),GochuGaru vs Alpha Six Gaming,Breeze,GochuGaru,Chibab,jett,5,,,,,,,,,45,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (D),GochuGaru vs Alpha Six Gaming,Breeze,GochuGaru,Slash,viper,2,,,,1,,,,,37,8,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (D),GochuGaru vs Alpha Six Gaming,Breeze,GochuGaru,godko,sova,4,2,,,,1,,,,60,1,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (D),GochuGaru vs Alpha Six Gaming,Breeze,GochuGaru,NakJi,reyna,4,1,,,,,,,,49,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (D),GochuGaru vs Alpha Six Gaming,Breeze,Alpha Six Gaming,AcMe,jett,2,1,,,,,,,,64,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (D),GochuGaru vs Alpha Six Gaming,Breeze,Alpha Six Gaming,bp,skye,3,1,,,,,,,,49,0,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (D),GochuGaru vs Alpha Six Gaming,Breeze,Alpha Six Gaming,Gunny,omen,5,,,,,,,,,55,1,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (D),GochuGaru vs Alpha Six Gaming,Breeze,Alpha Six Gaming,PADO,viper,2,1,,,,1,,,,36,6,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (D),GochuGaru vs Alpha Six Gaming,Breeze,Alpha Six Gaming,Akame,sova,4,2,,,,,,,,56,2,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (D),GochuGaru vs Alpha Six Gaming,Ascent,GochuGaru,climax,killjoy,6,1,,,,,,,,56,0,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (D),GochuGaru vs Alpha Six Gaming,Ascent,GochuGaru,Chibab,jett,4,,,,,,,,,37,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (D),GochuGaru vs Alpha Six Gaming,Ascent,GochuGaru,Slash,astra,4,2,,,,,,,,50,7,2
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (D),GochuGaru vs Alpha Six Gaming,Ascent,GochuGaru,godko,sova,3,2,,,1,1,,,,51,2,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (D),GochuGaru vs Alpha Six Gaming,Ascent,GochuGaru,NakJi,kayo,4,1,,,,,,,,36,2,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (D),GochuGaru vs Alpha Six Gaming,Ascent,Alpha Six Gaming,AcMe,jett,2,,,,,,,,,51,2,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (D),GochuGaru vs Alpha Six Gaming,Ascent,Alpha Six Gaming,bp,skye,2,2,,,,,,,,40,3,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (D),GochuGaru vs Alpha Six Gaming,Ascent,Alpha Six Gaming,Gunny,astra,3,3,,,,1,,,,44,4,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (D),GochuGaru vs Alpha Six Gaming,Ascent,Alpha Six Gaming,PADO,killjoy,4,2,,,,,,,,65,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (D),GochuGaru vs Alpha Six Gaming,Ascent,Alpha Six Gaming,Akame,sova,3,1,,,,,,,,43,1,3
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,All Maps,F4Q,fiveK,reyna,4,3,1,,2,,,,,57,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,All Maps,F4Q,zunba,astra,4,2,,,,,,,,46,5,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,All Maps,F4Q,Efina,killjoy,3,,2,,,,,,,49,6,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,All Maps,F4Q,Esperanza,"sage, sova",9,3,,,1,,,,,56,7,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,All Maps,F4Q,Bunny,raze,4,3,1,,,,,,,53,2,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,All Maps,DAMWON Gaming,iNTRO,breach,3,1,,,,,,,,32,3,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,All Maps,DAMWON Gaming,Secret,"killjoy, raze",4,1,,,,,,,,45,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,All Maps,DAMWON Gaming,Eugene,"sage, sova",6,2,1,1,1,,,,,60,6,3
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,All Maps,DAMWON Gaming,Jeong Hi,"astra, omen",3,,,,1,,,,,37,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,All Maps,DAMWON Gaming,t3xture,jett,8,5,,,1,,,,,62,1,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,Split,F4Q,fiveK,reyna,,2,,,,,,,,53,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,Split,F4Q,zunba,astra,3,,,,,,,,,46,4,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,Split,F4Q,Efina,killjoy,3,,1,,,,,,,71,3,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,Split,F4Q,Esperanza,sage,7,1,,,,,,,,63,3,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,Split,F4Q,Bunny,raze,3,1,,,,,,,,49,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,Split,DAMWON Gaming,iNTRO,breach,2,,,,,,,,,29,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,Split,DAMWON Gaming,Secret,killjoy,2,,,,,,,,,38,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,Split,DAMWON Gaming,Eugene,sage,3,,,1,1,,,,,61,2,2
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,Split,DAMWON Gaming,Jeong Hi,astra,3,,,,1,,,,,42,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,Split,DAMWON Gaming,t3xture,jett,3,2,,,,,,,,61,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,Bind,F4Q,fiveK,reyna,4,1,1,,2,,,,,60,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,Bind,F4Q,zunba,astra,1,2,,,,,,,,46,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,Bind,F4Q,Efina,killjoy,,,1,,,,,,,27,3,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,Bind,F4Q,Esperanza,sova,2,2,,,1,,,,,48,4,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,Bind,F4Q,Bunny,raze,1,2,1,,,,,,,56,2,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,Bind,DAMWON Gaming,iNTRO,breach,1,1,,,,,,,,35,2,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,Bind,DAMWON Gaming,Secret,raze,2,1,,,,,,,,52,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,Bind,DAMWON Gaming,Eugene,sova,3,2,1,,,,,,,58,4,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,Bind,DAMWON Gaming,Jeong Hi,omen,,,,,,,,,,32,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),F4Q vs DAMWON Gaming,Bind,DAMWON Gaming,t3xture,jett,5,3,,,1,,,,,63,0,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,All Maps,TNL Esports,exy,"sage, skye",9,4,2,,,,,,,59,8,3
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,All Maps,TNL Esports,TS,"astra, viper",12,2,,,1,,,,,51,9,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,All Maps,TNL Esports,eKo,sova,5,3,,,,,1,,,45,9,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,All Maps,TNL Esports,Hate,"cypher, killjoy",5,4,,,,2,,,,49,1,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,All Maps,TNL Esports,Meteor,jett,10,4,1,,,,,,,48,0,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,All Maps,GoNGo Prince,CoSa,"reyna, skye",16,2,,,2,,,,,62,7,3
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,All Maps,GoNGo Prince,Halbae,"cypher, killjoy, viper",4,3,1,,2,,1,,,49,4,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,All Maps,GoNGo Prince,Anaks,sova,5,2,1,,,,,,,43,0,2
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,All Maps,GoNGo Prince,kobra,jett,9,2,1,,,,,,,59,2,2
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,All Maps,GoNGo Prince,JoXJo,"astra, sage, viper",11,2,,,1,,,,,34,11,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Ascent,TNL Esports,exy,skye,3,2,,,,,,,,63,5,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Ascent,TNL Esports,TS,astra,5,1,,,1,,,,,45,0,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Ascent,TNL Esports,eKo,sova,2,,,,,,,,,39,3,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Ascent,TNL Esports,Hate,killjoy,2,3,,,,2,,,,62,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Ascent,TNL Esports,Meteor,jett,3,1,,,,,,,,32,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Ascent,GoNGo Prince,CoSa,skye,6,1,,,1,,,,,64,0,2
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Ascent,GoNGo Prince,Halbae,killjoy,1,,,,,,,,,25,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Ascent,GoNGo Prince,Anaks,sova,1,2,1,,,,,,,61,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Ascent,GoNGo Prince,kobra,jett,3,1,,,,,,,,62,0,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Ascent,GoNGo Prince,JoXJo,astra,3,1,,,1,,,,,48,3,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Breeze,TNL Esports,exy,skye,5,,1,,,,,,,59,2,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Breeze,TNL Esports,TS,viper,3,1,,,,,,,,56,6,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Breeze,TNL Esports,eKo,sova,3,1,,,,,1,,,48,4,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Breeze,TNL Esports,Hate,cypher,1,,,,,,,,,40,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Breeze,TNL Esports,Meteor,jett,4,1,1,,,,,,,49,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Breeze,GoNGo Prince,CoSa,skye,7,,,,1,,,,,69,5,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Breeze,GoNGo Prince,Halbae,cypher,1,2,1,,2,,1,,,65,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Breeze,GoNGo Prince,Anaks,sova,4,,,,,,,,,45,0,2
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Breeze,GoNGo Prince,kobra,jett,2,,1,,,,,,,39,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Breeze,GoNGo Prince,JoXJo,viper,6,1,,,,,,,,30,4,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Icebox,TNL Esports,exy,sage,1,2,1,,,,,,,54,1,2
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Icebox,TNL Esports,TS,viper,4,,,,,,,,,51,3,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Icebox,TNL Esports,eKo,sova,,2,,,,,,,,48,2,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Icebox,TNL Esports,Hate,killjoy,2,1,,,,,,,,45,0,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Icebox,TNL Esports,Meteor,jett,3,2,,,,,,,,62,0,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Icebox,GoNGo Prince,CoSa,reyna,3,1,,,,,,,,54,2,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Icebox,GoNGo Prince,Halbae,viper,2,1,,,,,,,,56,2,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Icebox,GoNGo Prince,Anaks,sova,,,,,,,,,,22,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Icebox,GoNGo Prince,kobra,jett,4,1,,,,,,,,77,1,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (B),TNL Esports vs GoNGo Prince,Icebox,GoNGo Prince,JoXJo,sage,2,,,,,,,,,25,4,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,All Maps,Vision Strikers,stax,breach,7,1,,,,,,,,62,10,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,All Maps,Vision Strikers,Rb,"sage, skye",7,3,,,,,,,,54,4,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,All Maps,Vision Strikers,k1Ng,killjoy,4,2,1,,1,,,,,65,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,All Maps,Vision Strikers,BuZz,jett,5,1,,,,,,,,53,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,All Maps,Vision Strikers,MaKo,astra,3,3,1,,1,1,,,,66,0,2
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,All Maps,Unknown,RyZzi,reyna,3,2,,,,,,,,41,1,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,All Maps,Unknown,Moothie,"omen, sova",7,,,,,1,,,,42,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,All Maps,Unknown,GODLIKE,raze,2,3,1,,,,,,,58,1,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,All Maps,Unknown,LuZ,"cypher, killjoy",5,,,,,,,,,43,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,All Maps,Unknown,INTER,"omen, sage",3,,1,,,,,,,37,3,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,Split,Vision Strikers,stax,breach,3,,,,,,,,,53,4,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,Split,Vision Strikers,Rb,sage,5,1,,,,,,,,55,3,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,Split,Vision Strikers,k1Ng,killjoy,3,,1,,1,,,,,66,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,Split,Vision Strikers,BuZz,jett,3,,,,,,,,,53,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,Split,Vision Strikers,MaKo,astra,1,2,1,,1,1,,,,72,0,2
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,Split,Unknown,RyZzi,reyna,2,2,,,,,,,,50,1,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,Split,Unknown,Moothie,omen,4,,,,,,,,,42,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,Split,Unknown,GODLIKE,raze,2,,1,,,,,,,64,0,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,Split,Unknown,LuZ,killjoy,3,,,,,,,,,42,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,Split,Unknown,INTER,sage,1,,1,,,,,,,36,1,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,Haven,Vision Strikers,stax,breach,4,1,,,,,,,,71,6,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,Haven,Vision Strikers,Rb,skye,2,2,,,,,,,,53,1,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,Haven,Vision Strikers,k1Ng,killjoy,1,2,,,,,,,,63,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,Haven,Vision Strikers,BuZz,jett,2,1,,,,,,,,52,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,Haven,Vision Strikers,MaKo,astra,2,1,,,,,,,,59,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,Haven,Unknown,RyZzi,reyna,1,,,,,,,,,32,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,Haven,Unknown,Moothie,sova,3,,,,,1,,,,42,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,Haven,Unknown,GODLIKE,raze,,3,,,,,,,,51,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,Haven,Unknown,LuZ,cypher,2,,,,,,,,,44,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (C),Vision Strikers vs Unknown,Haven,Unknown,INTER,omen,2,,,,,,,,,38,2,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,All Maps,NUTURN,10X,sova,4,,1,,2,,,,,58,7,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,All Maps,NUTURN,allow,"jett, raze",6,1,1,,,,,,,56,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,All Maps,NUTURN,Suggest,"jett, skye",9,1,2,,,,,,,80,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,All Maps,NUTURN,peri,"astra, omen",5,,,,1,,,,,43,4,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,All Maps,NUTURN,solo,"breach, killjoy",5,3,,1,,,,,,76,7,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,All Maps,Alpha Six Gaming,AcMe,"jett, raze",6,1,,,,1,,,,50,0,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,All Maps,Alpha Six Gaming,bp,skye,2,1,,,,,,,,36,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,All Maps,Alpha Six Gaming,Gunny,"astra, brimstone",,,,,,,,,,25,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,All Maps,Alpha Six Gaming,PADO,"killjoy, viper",4,1,1,,,,,,,63,2,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,All Maps,Alpha Six Gaming,Akame,sova,1,,,,,,,,,33,2,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,Ascent,NUTURN,10X,sova,2,,1,,2,,,,,48,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,Ascent,NUTURN,allow,jett,3,,1,,,,,,,51,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,Ascent,NUTURN,Suggest,skye,5,1,,,,,,,,73,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,Ascent,NUTURN,peri,astra,3,,,,1,,,,,36,4,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,Ascent,NUTURN,solo,killjoy,3,2,,,,,,,,67,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,Ascent,Alpha Six Gaming,AcMe,jett,3,1,,,,1,,,,64,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,Ascent,Alpha Six Gaming,bp,skye,2,1,,,,,,,,49,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,Ascent,Alpha Six Gaming,Gunny,astra,,,,,,,,,,19,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,Ascent,Alpha Six Gaming,PADO,killjoy,1,1,1,,,,,,,54,2,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,Ascent,Alpha Six Gaming,Akame,sova,1,,,,,,,,,38,2,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,Bind,NUTURN,10X,sova,2,,,,,,,,,68,6,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,Bind,NUTURN,allow,raze,3,1,,,,,,,,60,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,Bind,NUTURN,Suggest,jett,4,,2,,,,,,,87,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,Bind,NUTURN,peri,omen,2,,,,,,,,,49,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,Bind,NUTURN,solo,breach,2,1,,1,,,,,,84,6,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,Bind,Alpha Six Gaming,AcMe,raze,3,,,,,,,,,36,0,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,Bind,Alpha Six Gaming,bp,skye,,,,,,,,,,23,1,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,Bind,Alpha Six Gaming,Gunny,brimstone,,,,,,,,,,30,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,Bind,Alpha Six Gaming,PADO,viper,3,,,,,,,,,71,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (D),NUTURN vs Alpha Six Gaming,Bind,Alpha Six Gaming,Akame,sova,,,,,,,,,,27,0,0
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Elimination (A),Noble Experience vs RYU Gaming,All Maps,Noble Experience,REV1,"skye, sova",4,,,,,,,,,35,6,1
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Elimination (A),Noble Experience vs RYU Gaming,All Maps,Noble Experience,Lawrence,jett,4,1,1,,1,,,,,62,3,0
