Tournament,Stage,Match Type,Match Name,Map,Team,Type,Initiated,Won
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,Icebox,Crazy Raccoon,$$ (won),7,1
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,Icebox,Crazy Raccoon,$$$ (won),9,5
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,Haven,Team Vikings,Pistol Won,,2
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,Haven,Team Vikings,Eco (won),2,2
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,Haven,Team Vikings,$ (won),0,0
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,Haven,Team Vikings,$$ (won),5,4
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,Haven,Team Vikings,$$$ (won),14,7
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,Haven,Crazy Raccoon,Pistol Won,,0
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,Haven,Crazy Raccoon,Eco (won),4,0
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,Haven,Crazy Raccoon,$ (won),3,0
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,Haven,Crazy Raccoon,$$ (won),3,1
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,Haven,Crazy Raccoon,$$$ (won),11,7
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,All Maps,Team Vikings,Pistol Won,,3
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,All Maps,Team Vikings,Eco (won),5,3
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,All Maps,Team Vikings,$ (won),0,0
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,All Maps,Team Vikings,$$ (won),9,7
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,All Maps,Team Vikings,$$$ (won),29,16
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,All Maps,Crazy Raccoon,Pistol Won,,1
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,All Maps,Crazy Raccoon,Eco (won),8,2
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,All Maps,Crazy Raccoon,$ (won),5,1
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,All Maps,Crazy Raccoon,$$ (won),10,2
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,All Maps,Crazy Raccoon,$$$ (won),20,12
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,FNATIC,Pistol Won,,0
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,FNATIC,Eco (won),4,0
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,FNATIC,$ (won),1,0
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,FNATIC,$$ (won),1,0
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,FNATIC,$$$ (won),18,13
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,Cloud9,Pistol Won,,2
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,Cloud9,Eco (won),2,2
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,Cloud9,$ (won),2,0
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,Cloud9,$$ (won),9,4
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,Cloud9,$$$ (won),11,5
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,FNATIC,Pistol Won,,2
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,FNATIC,Eco (won),3,2
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,FNATIC,$ (won),2,0
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,FNATIC,$$ (won),12,6
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,FNATIC,$$$ (won),7,3
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,Cloud9,Pistol Won,,0
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,Cloud9,Eco (won),3,0
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,Cloud9,$ (won),1,1
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,Cloud9,$$ (won),4,0
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,Cloud9,$$$ (won),16,12
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,FNATIC,Pistol Won,,2
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,FNATIC,Eco (won),2,2
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,FNATIC,$ (won),1,0
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,FNATIC,$$ (won),7,3
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,FNATIC,$$$ (won),16,9
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,Cloud9,Pistol Won,,0
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,Cloud9,Eco (won),5,0
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,Cloud9,$ (won),0,0
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,Cloud9,$$ (won),5,3
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,Cloud9,$$$ (won),16,9
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,All Maps,FNATIC,Pistol Won,,4
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,All Maps,FNATIC,Eco (won),9,4
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,All Maps,FNATIC,$ (won),4,0
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,All Maps,FNATIC,$$ (won),20,9
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,All Maps,FNATIC,$$$ (won),41,25
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,All Maps,Cloud9,Pistol Won,,2
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,All Maps,Cloud9,Eco (won),10,2
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,All Maps,Cloud9,$ (won),3,1
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,All Maps,Cloud9,$$ (won),18,7
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,All Maps,Cloud9,$$$ (won),43,26
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Icebox,Gambit Esports,Pistol Won,,1
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Icebox,Gambit Esports,Eco (won),2,1
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Icebox,Gambit Esports,$ (won),3,0
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Icebox,Gambit Esports,$$ (won),6,4
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Icebox,Gambit Esports,$$$ (won),8,1
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Icebox,Team Secret,Pistol Won,,1
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Icebox,Team Secret,Eco (won),3,1
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Icebox,Team Secret,$ (won),0,0
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Icebox,Team Secret,$$ (won),2,2
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Icebox,Team Secret,$$$ (won),14,10
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Breeze,Gambit Esports,Pistol Won,,2
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Breeze,Gambit Esports,Eco (won),2,2
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Breeze,Gambit Esports,$ (won),0,0
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Breeze,Gambit Esports,$$ (won),2,2
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Breeze,Gambit Esports,$$$ (won),9,9
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Breeze,Team Secret,Pistol Won,,0
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Breeze,Team Secret,Eco (won),3,0
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Breeze,Team Secret,$ (won),3,0
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Breeze,Team Secret,$$ (won),3,0
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Breeze,Team Secret,$$$ (won),4,0
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Bind,Gambit Esports,Pistol Won,,0
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Bind,Gambit Esports,Eco (won),4,2
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Bind,Gambit Esports,$ (won),0,0
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Bind,Gambit Esports,$$ (won),2,1
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Bind,Gambit Esports,$$$ (won),13,10
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Bind,Team Secret,Pistol Won,,2
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Bind,Team Secret,Eco (won),3,2
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Bind,Team Secret,$ (won),2,0
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Bind,Team Secret,$$ (won),7,1
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Bind,Team Secret,$$$ (won),7,3
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,All Maps,Gambit Esports,Pistol Won,,3
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,All Maps,Gambit Esports,Eco (won),8,5
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,All Maps,Gambit Esports,$ (won),3,0
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,All Maps,Gambit Esports,$$ (won),10,7
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,All Maps,Gambit Esports,$$$ (won),30,20
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,All Maps,Team Secret,Pistol Won,,3
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,All Maps,Team Secret,Eco (won),9,3
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,All Maps,Team Secret,$ (won),5,0
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,All Maps,Team Secret,$$ (won),12,3
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,All Maps,Team Secret,$$$ (won),25,13
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Ascent,Sentinels,Pistol Won,,0
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Ascent,Sentinels,Eco (won),4,0
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Ascent,Sentinels,$ (won),2,1
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Ascent,Sentinels,$$ (won),0,0
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Ascent,Sentinels,$$$ (won),16,12
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Ascent,FURIA,Pistol Won,,2
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Ascent,FURIA,Eco (won),3,2
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Ascent,FURIA,$ (won),1,0
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Ascent,FURIA,$$ (won),5,3
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Ascent,FURIA,$$$ (won),13,4
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Breeze,Sentinels,Pistol Won,,1
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Breeze,Sentinels,Eco (won),4,1
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Breeze,Sentinels,$ (won),2,1
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Breeze,Sentinels,$$ (won),4,2
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Breeze,Sentinels,$$$ (won),13,6
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Breeze,FURIA,Pistol Won,,1
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Breeze,FURIA,Eco (won),2,1
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Breeze,FURIA,$ (won),1,0
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Breeze,FURIA,$$ (won),7,3
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Breeze,FURIA,$$$ (won),13,9
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Haven,Sentinels,Pistol Won,,2
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Haven,Sentinels,Eco (won),3,3
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Haven,Sentinels,$ (won),2,0
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Haven,Sentinels,$$ (won),5,2
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Haven,Sentinels,$$$ (won),12,8
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Haven,FURIA,Pistol Won,,0
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Haven,FURIA,Eco (won),3,0
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Haven,FURIA,$ (won),3,1
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Haven,FURIA,$$ (won),4,2
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Haven,FURIA,$$$ (won),12,6
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,All Maps,Sentinels,Pistol Won,,3
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,All Maps,Sentinels,Eco (won),11,4
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,All Maps,Sentinels,$ (won),6,2
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,All Maps,Sentinels,$$ (won),9,4
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,All Maps,Sentinels,$$$ (won),41,26
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,All Maps,FURIA,Pistol Won,,3
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,All Maps,FURIA,Eco (won),8,3
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,All Maps,FURIA,$ (won),5,1
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,All Maps,FURIA,$$ (won),16,8
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,All Maps,FURIA,$$$ (won),38,19
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Haven,KRÜ Esports,Pistol Won,,0
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Haven,KRÜ Esports,Eco (won),3,0
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Haven,KRÜ Esports,$ (won),2,1
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Haven,KRÜ Esports,$$ (won),7,2
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Haven,KRÜ Esports,$$$ (won),6,2
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Haven,Team Liquid,Pistol Won,,2
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Haven,Team Liquid,Eco (won),2,2
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Haven,Team Liquid,$ (won),1,0
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Haven,Team Liquid,$$ (won),5,3
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Haven,Team Liquid,$$$ (won),10,8
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Ascent,KRÜ Esports,Pistol Won,,0
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Ascent,KRÜ Esports,Eco (won),3,0
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Ascent,KRÜ Esports,$ (won),1,0
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Ascent,KRÜ Esports,$$ (won),8,5
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Ascent,KRÜ Esports,$$$ (won),9,3
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Ascent,Team Liquid,Pistol Won,,2
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Ascent,Team Liquid,Eco (won),3,2
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Ascent,Team Liquid,$ (won),2,1
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Ascent,Team Liquid,$$ (won),4,3
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Ascent,Team Liquid,$$$ (won),12,7
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,All Maps,KRÜ Esports,Pistol Won,,0
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,All Maps,KRÜ Esports,Eco (won),6,0
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,All Maps,KRÜ Esports,$ (won),3,1
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,All Maps,KRÜ Esports,$$ (won),15,7
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,All Maps,KRÜ Esports,$$$ (won),15,5
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,All Maps,Team Liquid,Pistol Won,,4
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,All Maps,Team Liquid,Eco (won),5,4
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,All Maps,Team Liquid,$ (won),3,1
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,All Maps,Team Liquid,$$ (won),9,6
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,All Maps,Team Liquid,$$$ (won),22,15
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Icebox,Vision Strikers,Pistol Won,,1
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Icebox,Vision Strikers,Eco (won),3,1
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Icebox,Vision Strikers,$ (won),2,0
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Icebox,Vision Strikers,$$ (won),4,1
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Icebox,Vision Strikers,$$$ (won),14,8
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Icebox,FNATIC,Pistol Won,,1
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Icebox,FNATIC,Eco (won),3,1
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Icebox,FNATIC,$ (won),0,0
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Icebox,FNATIC,$$ (won),8,5
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Icebox,FNATIC,$$$ (won),12,7
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Haven,Vision Strikers,Pistol Won,,1
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Haven,Vision Strikers,Eco (won),3,1
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Haven,Vision Strikers,$ (won),2,0
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Haven,Vision Strikers,$$ (won),3,2
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Haven,Vision Strikers,$$$ (won),15,10
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Haven,FNATIC,Pistol Won,,1
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Haven,FNATIC,Eco (won),3,1
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Haven,FNATIC,$ (won),0,0
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Haven,FNATIC,$$ (won),7,2
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Haven,FNATIC,$$$ (won),13,7
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Fracture,Vision Strikers,Pistol Won,,0
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Fracture,Vision Strikers,Eco (won),3,0
