Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,zerotwo,jett,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,zerotwo,sova,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,zerotwo,viper,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,zerotwo,chamber,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,zerotwo,kayo,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,nice try,viper,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,nice try,chamber,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,nice try,reyna,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,nice try,neon,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,nice try,yoru,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,Never Surrender,jett,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,Never Surrender,viper,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,Never Surrender,skye,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,Never Surrender,chamber,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,Never Surrender,kayo,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,1TK,jett,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,1TK,viper,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,1TK,chamber,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,1TK,kayo,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,1TK,neon,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,Bottom Fraggers,jett,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,Bottom Fraggers,sova,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,Bottom Fraggers,viper,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,Bottom Fraggers,chamber,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,Bottom Fraggers,kayo,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,PieSKipper,jett,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,PieSKipper,sova,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,PieSKipper,viper,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,PieSKipper,chamber,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Breeze,PieSKipper,kayo,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Desperado,jett,3,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Desperado,sova,3,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Desperado,viper,3,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Desperado,sage,3,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Desperado,cypher,2,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Desperado,killjoy,1,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Team T5,jett,3,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Team T5,sova,3,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Team T5,viper,3,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Team T5,sage,3,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Team T5,reyna,3,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,DAMWON Gaming,jett,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,DAMWON Gaming,sova,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,DAMWON Gaming,viper,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,DAMWON Gaming,chamber,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,DAMWON Gaming,sage,0,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,DAMWON Gaming,reyna,1,0,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,World Game Star,jett,2,0,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,World Game Star,sova,2,0,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,World Game Star,viper,2,0,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,World Game Star,chamber,2,0,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,World Game Star,sage,2,0,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Incheon On Sla2ers,jett,2,2,4
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Incheon On Sla2ers,sova,2,2,4
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Incheon On Sla2ers,viper,2,2,4
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Incheon On Sla2ers,killjoy,2,2,4
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Incheon On Sla2ers,sage,2,2,4
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,DRX,jett,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,DRX,sova,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,DRX,viper,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,DRX,chamber,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,DRX,sage,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,SPEAR GAMING,jett,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,SPEAR GAMING,sova,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,SPEAR GAMING,viper,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,SPEAR GAMING,sage,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,SPEAR GAMING,reyna,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,VPZ,jett,2,1,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,VPZ,sova,2,1,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,VPZ,viper,2,1,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,VPZ,sage,2,1,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,VPZ,reyna,2,1,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Next eSports,sova,1,2,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Next eSports,viper,1,2,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Next eSports,chamber,1,2,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Next eSports,reyna,1,2,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Next eSports,omen,1,2,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,CNJ Esports,jett,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,CNJ Esports,sova,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,CNJ Esports,viper,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,CNJ Esports,sage,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,CNJ Esports,reyna,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,ESportsConnected,jett,2,1,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,ESportsConnected,sova,2,1,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,ESportsConnected,viper,2,1,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,ESportsConnected,killjoy,2,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,ESportsConnected,sage,2,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,ESportsConnected,chamber,0,1,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,ESportsConnected,reyna,0,1,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,INS4NE,jett,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,INS4NE,sova,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,INS4NE,viper,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,INS4NE,kayo,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,INS4NE,reyna,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Warriors Esports,jett,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Warriors Esports,sova,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Warriors Esports,viper,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Warriors Esports,sage,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Warriors Esports,reyna,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,oFby,sova,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,oFby,viper,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,oFby,chamber,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,oFby,sage,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,oFby,reyna,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,CoreNine Esports,jett,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,CoreNine Esports,sova,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,CoreNine Esports,viper,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,CoreNine Esports,chamber,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,CoreNine Esports,reyna,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Team LuZi,jett,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Team LuZi,sova,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Team LuZi,viper,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Team LuZi,killjoy,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Team LuZi,reyna,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,KPZ,jett,2,0,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,KPZ,sova,2,0,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,KPZ,viper,2,0,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,KPZ,killjoy,2,0,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,KPZ,sage,2,0,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,LEVEL UP,jett,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,LEVEL UP,sova,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,LEVEL UP,viper,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,LEVEL UP,killjoy,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,LEVEL UP,sage,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Straight Warfare,jett,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Straight Warfare,sova,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Straight Warfare,viper,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Straight Warfare,chamber,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Straight Warfare,sage,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Fiat Lux,jett,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Fiat Lux,sova,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Fiat Lux,viper,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Fiat Lux,chamber,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Fiat Lux,sage,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Veni Vidi Vici,jett,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Veni Vidi Vici,sova,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Veni Vidi Vici,viper,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Veni Vidi Vici,sage,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Veni Vidi Vici,reyna,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Acris Esports,jett,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Acris Esports,sova,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Acris Esports,viper,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Acris Esports,chamber,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,Acris Esports,reyna,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,No Smoke,jett,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,No Smoke,sova,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,No Smoke,viper,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,No Smoke,killjoy,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,No Smoke,reyna,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,PC,jett,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,PC,sova,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,PC,viper,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,PC,chamber,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,PC,reyna,0,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,PC,sage,0,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,WNF Esports,jett,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,WNF Esports,sova,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,WNF Esports,viper,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,WNF Esports,killjoy,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Icebox,WNF Esports,kayo,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,HolyMolly,breach,2,2,4
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,HolyMolly,sage,2,2,4
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,HolyMolly,cypher,2,2,4
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,HolyMolly,neon,0,2,4
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,HolyMolly,brimstone,2,2,4
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,HolyMolly,raze,2,0,4
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Maru Gaming,jett,4,3,7
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Maru Gaming,astra,4,3,7
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Maru Gaming,chamber,4,3,7
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Maru Gaming,kayo,4,3,7
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Maru Gaming,breach,4,3,7
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Desperado,breach,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Desperado,raze,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Desperado,sage,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Desperado,cypher,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Desperado,brimstone,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,DAMWON Gaming,astra,3,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,DAMWON Gaming,chamber,2,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,DAMWON Gaming,breach,3,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,DAMWON Gaming,raze,2,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,DAMWON Gaming,sage,2,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,DAMWON Gaming,jett,1,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,DAMWON Gaming,viper,1,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,DAMWON Gaming,cypher,1,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,World Game Star,astra,2,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,World Game Star,viper,3,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,World Game Star,chamber,3,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,World Game Star,breach,3,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,World Game Star,neon,3,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,World Game Star,brimstone,1,0,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Incheon On Sla2ers,astra,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Incheon On Sla2ers,viper,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Incheon On Sla2ers,chamber,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Incheon On Sla2ers,breach,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Incheon On Sla2ers,raze,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,DRX,viper,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,DRX,chamber,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,DRX,breach,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,DRX,raze,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,DRX,brimstone,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,SPEAR GAMING,jett,1,2,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,SPEAR GAMING,astra,1,2,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,SPEAR GAMING,viper,1,2,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,SPEAR GAMING,kayo,1,2,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,SPEAR GAMING,breach,1,2,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Veronica7,astra,1,2,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Veronica7,breach,1,2,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Veronica7,raze,1,2,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Veronica7,sage,1,2,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Veronica7,cypher,1,2,3
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,ESportsConnected,jett,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,ESportsConnected,astra,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,ESportsConnected,viper,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,ESportsConnected,breach,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,ESportsConnected,cypher,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Team GP,jett,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Team GP,astra,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Team GP,skye,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Team GP,chamber,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Team GP,reyna,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,oFby,viper,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,oFby,chamber,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,oFby,breach,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,oFby,raze,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,oFby,sage,1,0,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Amollang,jett,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Amollang,astra,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Amollang,kayo,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Amollang,breach,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Amollang,cypher,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,KPZ,jett,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,KPZ,viper,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,KPZ,breach,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,KPZ,raze,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,KPZ,cypher,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,LEVEL UP,astra,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,LEVEL UP,viper,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,LEVEL UP,breach,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,LEVEL UP,raze,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,LEVEL UP,cypher,0,2,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Straight Warfare,jett,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Straight Warfare,viper,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Straight Warfare,breach,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Straight Warfare,raze,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Straight Warfare,cypher,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,GoNGo Prince,jett,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,GoNGo Prince,astra,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,GoNGo Prince,viper,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,GoNGo Prince,breach,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,GoNGo Prince,raze,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,GCA,jett,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,GCA,viper,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,GCA,breach,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,GCA,sage,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,GCA,cypher,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Acris Esports,jett,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Acris Esports,viper,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Acris Esports,chamber,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Acris Esports,breach,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,Acris Esports,reyna,1,1,2
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,No Smoke,jett,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,No Smoke,viper,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,No Smoke,chamber,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,No Smoke,kayo,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,No Smoke,breach,0,1,1
Champions Tour Korea Stage 1: Challengers,All Stages,All Match Types,Fracture,WNF Esports,jett,0,1,1
