Tournament,Stage,Match Type,Match Name,Map,Team,Type,Initiated,Won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,Fracture,Paper Rex,$$$ (won),11,9
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,Fracture,BLEED,Pistol Won,,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,Fracture,BLEED,Eco (won),3,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,Fracture,BLEED,$ (won),1,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,Fracture,BLEED,$$ (won),7,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,Fracture,BLEED,$$$ (won),6,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,Ascent,Paper Rex,Pistol Won,,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,Ascent,Paper Rex,Eco (won),3,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,Ascent,Paper Rex,$ (won),3,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,Ascent,Paper Rex,$$ (won),1,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,Ascent,Paper Rex,$$$ (won),15,10
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,Ascent,BLEED,Pistol Won,,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,Ascent,BLEED,Eco (won),3,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,Ascent,BLEED,$ (won),2,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,Ascent,BLEED,$$ (won),4,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,Ascent,BLEED,$$$ (won),13,6
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,All Maps,Paper Rex,Pistol Won,,4
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,All Maps,Paper Rex,Eco (won),9,4
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,All Maps,Paper Rex,$ (won),5,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,All Maps,Paper Rex,$$ (won),8,4
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,All Maps,Paper Rex,$$$ (won),37,24
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,All Maps,BLEED,Pistol Won,,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,All Maps,BLEED,Eco (won),9,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,All Maps,BLEED,$ (won),4,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,All Maps,BLEED,$$ (won),14,6
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,Paper Rex vs BLEED,All Maps,BLEED,$$$ (won),32,17
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,Icebox,ONIC G,Pistol Won,,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,Icebox,ONIC G,Eco (won),2,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,Icebox,ONIC G,$ (won),2,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,Icebox,ONIC G,$$ (won),7,4
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,Icebox,ONIC G,$$$ (won),10,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,Icebox,Team Secret,Pistol Won,,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,Icebox,Team Secret,Eco (won),4,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,Icebox,Team Secret,$ (won),1,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,Icebox,Team Secret,$$ (won),0,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,Icebox,Team Secret,$$$ (won),16,13
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,Breeze,ONIC G,Pistol Won,,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,Breeze,ONIC G,Eco (won),4,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,Breeze,ONIC G,$ (won),2,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,Breeze,ONIC G,$$ (won),4,3
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,Breeze,ONIC G,$$$ (won),11,4
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,Breeze,Team Secret,Pistol Won,,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,Breeze,Team Secret,Eco (won),2,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,Breeze,Team Secret,$ (won),1,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,Breeze,Team Secret,$$ (won),4,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,Breeze,Team Secret,$$$ (won),14,9
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,All Maps,ONIC G,Pistol Won,,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,All Maps,ONIC G,Eco (won),6,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,All Maps,ONIC G,$ (won),4,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,All Maps,ONIC G,$$ (won),11,7
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,All Maps,ONIC G,$$$ (won),21,6
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,All Maps,Team Secret,Pistol Won,,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,All Maps,Team Secret,Eco (won),6,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,All Maps,Team Secret,$ (won),2,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,All Maps,Team Secret,$$ (won),4,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Semifinals,ONIC G vs Team Secret,All Maps,Team Secret,$$$ (won),30,22
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,Bind,Alter Ego,Pistol Won,,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,Bind,Alter Ego,Eco (won),3,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,Bind,Alter Ego,$ (won),1,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,Bind,Alter Ego,$$ (won),5,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,Bind,Alter Ego,$$$ (won),15,10
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,Bind,Griffin E-Sports,Pistol Won,,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,Bind,Griffin E-Sports,Eco (won),3,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,Bind,Griffin E-Sports,$ (won),2,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,Bind,Griffin E-Sports,$$ (won),4,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,Bind,Griffin E-Sports,$$$ (won),15,9
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,Split,Alter Ego,Pistol Won,,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,Split,Alter Ego,Eco (won),2,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,Split,Alter Ego,$ (won),1,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,Split,Alter Ego,$$ (won),3,3
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,Split,Alter Ego,$$$ (won),10,8
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,Split,Griffin E-Sports,Pistol Won,,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,Split,Griffin E-Sports,Eco (won),4,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,Split,Griffin E-Sports,$ (won),2,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,Split,Griffin E-Sports,$$ (won),3,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,Split,Griffin E-Sports,$$$ (won),7,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,All Maps,Alter Ego,Pistol Won,,3
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,All Maps,Alter Ego,Eco (won),5,3
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,All Maps,Alter Ego,$ (won),2,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,All Maps,Alter Ego,$$ (won),8,4
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,All Maps,Alter Ego,$$$ (won),25,18
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,All Maps,Griffin E-Sports,Pistol Won,,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,All Maps,Griffin E-Sports,Eco (won),7,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,All Maps,Griffin E-Sports,$ (won),4,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,All Maps,Griffin E-Sports,$$ (won),7,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,All Maps,Griffin E-Sports,$$$ (won),22,11
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Icebox,BOOM Esports,Pistol Won,,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Icebox,BOOM Esports,Eco (won),2,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Icebox,BOOM Esports,$ (won),0,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Icebox,BOOM Esports,$$ (won),3,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Icebox,BOOM Esports,$$$ (won),10,9
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Icebox,XERXIA Esports,Pistol Won,,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Icebox,XERXIA Esports,Eco (won),4,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Icebox,XERXIA Esports,$ (won),2,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Icebox,XERXIA Esports,$$ (won),4,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Icebox,XERXIA Esports,$$$ (won),5,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Bind,BOOM Esports,Pistol Won,,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Bind,BOOM Esports,Eco (won),3,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Bind,BOOM Esports,$ (won),2,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Bind,BOOM Esports,$$ (won),5,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Bind,BOOM Esports,$$$ (won),10,5
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Bind,XERXIA Esports,Pistol Won,,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Bind,XERXIA Esports,Eco (won),2,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Bind,XERXIA Esports,$ (won),2,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Bind,XERXIA Esports,$$ (won),4,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Bind,XERXIA Esports,$$$ (won),12,8
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Ascent,BOOM Esports,Pistol Won,,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Ascent,BOOM Esports,Eco (won),3,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Ascent,BOOM Esports,$ (won),2,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Ascent,BOOM Esports,$$ (won),4,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Ascent,BOOM Esports,$$$ (won),5,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Ascent,XERXIA Esports,Pistol Won,,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Ascent,XERXIA Esports,Eco (won),2,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Ascent,XERXIA Esports,$ (won),0,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Ascent,XERXIA Esports,$$ (won),3,3
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,Ascent,XERXIA Esports,$$$ (won),9,8
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,All Maps,BOOM Esports,Pistol Won,,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,All Maps,BOOM Esports,Eco (won),8,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,All Maps,BOOM Esports,$ (won),4,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,All Maps,BOOM Esports,$$ (won),12,5
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,All Maps,BOOM Esports,$$$ (won),25,14
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,All Maps,XERXIA Esports,Pistol Won,,4
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,All Maps,XERXIA Esports,Eco (won),8,4
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,All Maps,XERXIA Esports,$ (won),4,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,All Maps,XERXIA Esports,$$ (won),11,6
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,All Maps,XERXIA Esports,$$$ (won),26,17
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Haven,ONIC G,Pistol Won,,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Haven,ONIC G,Eco (won),3,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Haven,ONIC G,$ (won),1,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Haven,ONIC G,$$ (won),6,4
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Haven,ONIC G,$$$ (won),11,7
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Haven,Alter Ego,Pistol Won,,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Haven,Alter Ego,Eco (won),3,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Haven,Alter Ego,$ (won),1,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Haven,Alter Ego,$$ (won),6,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Haven,Alter Ego,$$$ (won),11,5
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Fracture,ONIC G,Pistol Won,,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Fracture,ONIC G,Eco (won),3,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Fracture,ONIC G,$ (won),2,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Fracture,ONIC G,$$ (won),5,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Fracture,ONIC G,$$$ (won),7,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Fracture,Alter Ego,Pistol Won,,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Fracture,Alter Ego,Eco (won),3,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Fracture,Alter Ego,$ (won),0,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Fracture,Alter Ego,$$ (won),2,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Fracture,Alter Ego,$$$ (won),12,10
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Ascent,ONIC G,Pistol Won,,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Ascent,ONIC G,Eco (won),2,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Ascent,ONIC G,$ (won),0,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Ascent,ONIC G,$$ (won),6,5
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Ascent,ONIC G,$$$ (won),11,6
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Ascent,Alter Ego,Pistol Won,,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Ascent,Alter Ego,Eco (won),4,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Ascent,Alter Ego,$ (won),0,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Ascent,Alter Ego,$$ (won),2,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,Ascent,Alter Ego,$$$ (won),13,6
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,All Maps,ONIC G,Pistol Won,,4
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,All Maps,ONIC G,Eco (won),8,4
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,All Maps,ONIC G,$ (won),3,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,All Maps,ONIC G,$$ (won),17,11
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,All Maps,ONIC G,$$$ (won),29,14
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,All Maps,Alter Ego,Pistol Won,,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,All Maps,Alter Ego,Eco (won),10,2
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,All Maps,Alter Ego,$ (won),1,0
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,All Maps,Alter Ego,$$ (won),10,4
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,All Maps,Alter Ego,$$$ (won),36,21
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,BLEED vs XERXIA Esports,Haven,BLEED,Pistol Won,,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,BLEED vs XERXIA Esports,Haven,BLEED,Eco (won),3,1
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,BLEED vs XERXIA Esports,Haven,BLEED,$ (won),3,3
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,BLEED vs XERXIA Esports,Haven,BLEED,$$ (won),6,3
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,BLEED vs XERXIA Esports,Haven,BLEED,$$$ (won),12,6
