Tournament,Stage,Match Type,Match Name,Map,Team,Type,Initiated,Won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Guild Esports vs Papara SuperMassive,All Maps,Guild Esports,$$ (won),15,9
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Guild Esports vs Papara SuperMassive,All Maps,Guild Esports,$$$ (won),47,29
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Guild Esports vs Papara SuperMassive,All Maps,Papara SuperMassive,Pistol Won,,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Guild Esports vs Papara SuperMassive,All Maps,Papara SuperMassive,Eco (won),9,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Guild Esports vs Papara SuperMassive,All Maps,Papara SuperMassive,$ (won),5,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Guild Esports vs Papara SuperMassive,All Maps,Papara SuperMassive,$$ (won),9,3
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Guild Esports vs Papara SuperMassive,All Maps,Papara SuperMassive,$$$ (won),50,26
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,Ascent,FunPlus Phoenix,Pistol Won,,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,Ascent,FunPlus Phoenix,Eco (won),5,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,Ascent,FunPlus Phoenix,$ (won),0,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,Ascent,FunPlus Phoenix,$$ (won),3,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,Ascent,FunPlus Phoenix,$$$ (won),11,11
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,Ascent,Team Liquid,Pistol Won,,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,Ascent,Team Liquid,Eco (won),2,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,Ascent,Team Liquid,$ (won),1,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,Ascent,Team Liquid,$$ (won),10,3
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,Ascent,Team Liquid,$$$ (won),6,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,Haven,FunPlus Phoenix,Pistol Won,,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,Haven,FunPlus Phoenix,Eco (won),2,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,Haven,FunPlus Phoenix,$ (won),2,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,Haven,FunPlus Phoenix,$$ (won),3,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,Haven,FunPlus Phoenix,$$$ (won),13,9
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,Haven,Team Liquid,Pistol Won,,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,Haven,Team Liquid,Eco (won),3,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,Haven,Team Liquid,$ (won),3,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,Haven,Team Liquid,$$ (won),5,3
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,Haven,Team Liquid,$$$ (won),9,4
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,All Maps,FunPlus Phoenix,Pistol Won,,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,All Maps,FunPlus Phoenix,Eco (won),7,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,All Maps,FunPlus Phoenix,$ (won),2,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,All Maps,FunPlus Phoenix,$$ (won),6,4
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,All Maps,FunPlus Phoenix,$$$ (won),24,20
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,All Maps,Team Liquid,Pistol Won,,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,All Maps,Team Liquid,Eco (won),5,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,All Maps,Team Liquid,$ (won),4,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,All Maps,Team Liquid,$$ (won),15,6
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,All Maps,Team Liquid,$$$ (won),15,5
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,Haven,Acend,Pistol Won,,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,Haven,Acend,Eco (won),3,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,Haven,Acend,$ (won),2,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,Haven,Acend,$$ (won),5,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,Haven,Acend,$$$ (won),7,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,Haven,FNATIC,Pistol Won,,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,Haven,FNATIC,Eco (won),3,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,Haven,FNATIC,$ (won),0,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,Haven,FNATIC,$$ (won),2,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,Haven,FNATIC,$$$ (won),12,11
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,Ascent,Acend,Pistol Won,,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,Ascent,Acend,Eco (won),2,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,Ascent,Acend,$ (won),2,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,Ascent,Acend,$$ (won),9,5
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,Ascent,Acend,$$$ (won),10,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,Ascent,FNATIC,Pistol Won,,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,Ascent,FNATIC,Eco (won),4,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,Ascent,FNATIC,$ (won),1,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,Ascent,FNATIC,$$ (won),5,5
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,Ascent,FNATIC,$$$ (won),13,7
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,All Maps,Acend,Pistol Won,,3
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,All Maps,Acend,Eco (won),5,3
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,All Maps,Acend,$ (won),4,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,All Maps,Acend,$$ (won),14,7
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,All Maps,Acend,$$$ (won),17,3
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,All Maps,FNATIC,Pistol Won,,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,All Maps,FNATIC,Eco (won),7,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,All Maps,FNATIC,$ (won),1,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,All Maps,FNATIC,$$ (won),7,6
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,All Maps,FNATIC,$$$ (won),25,18
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Icebox,Natus Vincere,Pistol Won,,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Icebox,Natus Vincere,Eco (won),4,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Icebox,Natus Vincere,$ (won),2,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Icebox,Natus Vincere,$$ (won),1,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Icebox,Natus Vincere,$$$ (won),12,5
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Icebox,BIG,Pistol Won,,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Icebox,BIG,Eco (won),2,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Icebox,BIG,$ (won),1,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Icebox,BIG,$$ (won),4,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Icebox,BIG,$$$ (won),12,9
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Bind,Natus Vincere,Pistol Won,,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Bind,Natus Vincere,Eco (won),4,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Bind,Natus Vincere,$ (won),2,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Bind,Natus Vincere,$$ (won),4,3
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Bind,Natus Vincere,$$$ (won),24,14
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Bind,BIG,Pistol Won,,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Bind,BIG,Eco (won),3,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Bind,BIG,$ (won),2,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Bind,BIG,$$ (won),8,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Bind,BIG,$$$ (won),21,12
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Ascent,Natus Vincere,Pistol Won,,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Ascent,Natus Vincere,Eco (won),3,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Ascent,Natus Vincere,$ (won),1,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Ascent,Natus Vincere,$$ (won),5,3
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Ascent,Natus Vincere,$$$ (won),14,8
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Ascent,BIG,Pistol Won,,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Ascent,BIG,Eco (won),3,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Ascent,BIG,$ (won),2,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Ascent,BIG,$$ (won),6,3
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Ascent,BIG,$$$ (won),12,6
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,All Maps,Natus Vincere,Pistol Won,,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,All Maps,Natus Vincere,Eco (won),11,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,All Maps,Natus Vincere,$ (won),5,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,All Maps,Natus Vincere,$$ (won),10,6
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,All Maps,Natus Vincere,$$$ (won),50,27
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,All Maps,BIG,Pistol Won,,5
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,All Maps,BIG,Eco (won),8,5
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,All Maps,BIG,$ (won),5,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,All Maps,BIG,$$ (won),18,7
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,All Maps,BIG,$$$ (won),45,27
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Haven,LDN UTD,Pistol Won,,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Haven,LDN UTD,Eco (won),4,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Haven,LDN UTD,$ (won),0,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Haven,LDN UTD,$$ (won),3,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Haven,LDN UTD,$$$ (won),16,12
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Haven,FunPlus Phoenix,Pistol Won,,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Haven,FunPlus Phoenix,Eco (won),2,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Haven,FunPlus Phoenix,$ (won),2,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Haven,FunPlus Phoenix,$$ (won),6,4
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Haven,FunPlus Phoenix,$$$ (won),13,4
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Fracture,LDN UTD,Pistol Won,,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Fracture,LDN UTD,Eco (won),3,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Fracture,LDN UTD,$ (won),1,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Fracture,LDN UTD,$$ (won),6,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Fracture,LDN UTD,$$$ (won),8,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Fracture,FunPlus Phoenix,Pistol Won,,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Fracture,FunPlus Phoenix,Eco (won),3,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Fracture,FunPlus Phoenix,$ (won),0,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Fracture,FunPlus Phoenix,$$ (won),5,5
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Fracture,FunPlus Phoenix,$$$ (won),10,7
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Ascent,LDN UTD,Pistol Won,,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Ascent,LDN UTD,Eco (won),3,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Ascent,LDN UTD,$ (won),2,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Ascent,LDN UTD,$$ (won),5,4
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Ascent,LDN UTD,$$$ (won),13,7
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Ascent,FunPlus Phoenix,Pistol Won,,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Ascent,FunPlus Phoenix,Eco (won),5,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Ascent,FunPlus Phoenix,$ (won),1,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Ascent,FunPlus Phoenix,$$ (won),5,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,Ascent,FunPlus Phoenix,$$$ (won),12,6
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,All Maps,LDN UTD,Pistol Won,,3
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,All Maps,LDN UTD,Eco (won),10,3
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,All Maps,LDN UTD,$ (won),3,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,All Maps,LDN UTD,$$ (won),14,7
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,All Maps,LDN UTD,$$$ (won),37,21
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,All Maps,FunPlus Phoenix,Pistol Won,,3
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,All Maps,FunPlus Phoenix,Eco (won),10,5
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,All Maps,FunPlus Phoenix,$ (won),3,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,All Maps,FunPlus Phoenix,$$ (won),16,11
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,All Maps,FunPlus Phoenix,$$$ (won),35,17
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,Bind,G2 Esports,Pistol Won,,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,Bind,G2 Esports,Eco (won),4,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,Bind,G2 Esports,$ (won),2,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,Bind,G2 Esports,$$ (won),4,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,Bind,G2 Esports,$$$ (won),12,9
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,Bind,Guild Esports,Pistol Won,,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,Bind,Guild Esports,Eco (won),2,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,Bind,Guild Esports,$ (won),1,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,Bind,Guild Esports,$$ (won),9,3
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,Bind,Guild Esports,$$$ (won),10,3
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,Icebox,G2 Esports,Pistol Won,,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,Icebox,G2 Esports,Eco (won),4,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,Icebox,G2 Esports,$ (won),1,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,Icebox,G2 Esports,$$ (won),1,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,Icebox,G2 Esports,$$$ (won),14,12
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,Icebox,Guild Esports,Pistol Won,,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,Icebox,Guild Esports,Eco (won),2,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,Icebox,Guild Esports,$ (won),3,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,Icebox,Guild Esports,$$ (won),6,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,Icebox,Guild Esports,$$$ (won),9,3
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,All Maps,G2 Esports,Pistol Won,,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,All Maps,G2 Esports,Eco (won),8,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,All Maps,G2 Esports,$ (won),3,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,All Maps,G2 Esports,$$ (won),5,3
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,All Maps,G2 Esports,$$$ (won),26,21
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,All Maps,Guild Esports,Pistol Won,,4
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,All Maps,Guild Esports,Eco (won),4,4
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,All Maps,Guild Esports,$ (won),4,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,All Maps,Guild Esports,$$ (won),15,5
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,All Maps,Guild Esports,$$$ (won),19,6
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,Bind,BIG,Pistol Won,,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,Bind,BIG,Eco (won),3,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,Bind,BIG,$ (won),1,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,Bind,BIG,$$ (won),5,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,Bind,BIG,$$$ (won),17,9
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,Bind,Team Liquid,Pistol Won,,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,Bind,Team Liquid,Eco (won),3,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,Bind,Team Liquid,$ (won),1,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,Bind,Team Liquid,$$ (won),6,3
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,Bind,Team Liquid,$$$ (won),16,10
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,Split,BIG,Pistol Won,,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,Split,BIG,Eco (won),4,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,Split,BIG,$ (won),2,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,Split,BIG,$$ (won),3,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,Split,BIG,$$$ (won),10,6
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,Split,Team Liquid,Pistol Won,,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,Split,Team Liquid,Eco (won),2,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,Split,Team Liquid,$ (won),1,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,Split,Team Liquid,$$ (won),6,3
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,Split,Team Liquid,$$$ (won),10,8
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,All Maps,BIG,Pistol Won,,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,All Maps,BIG,Eco (won),7,1
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,All Maps,BIG,$ (won),3,0
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,All Maps,BIG,$$ (won),8,2
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,All Maps,BIG,$$$ (won),27,15
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,All Maps,Team Liquid,Pistol Won,,3
