Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agents,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuses
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (C),Primary Gaming vs Team T5,Split,Primary Gaming,d0jji,chamber,4,,,,,,,,,47,0,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (C),Primary Gaming vs Team T5,Split,Primary Gaming,Carnage,sage,5,,1,,,,,,,51,1,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (C),Primary Gaming vs Team T5,Split,Primary Gaming,MoonLight,omen,1,,,,,,,,,49,3,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (C),Primary Gaming vs Team T5,Split,Team T5,Enter,cypher,2,1,,,,,,,,61,0,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (C),Primary Gaming vs Team T5,Split,Team T5,Redwater877,breach,4,1,,,,,,,,52,1,2
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (C),Primary Gaming vs Team T5,Split,Team T5,ELCbis Jr,raze,2,1,2,,1,,,,,79,2,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (C),Primary Gaming vs Team T5,Split,Team T5,Jkid,omen,4,1,1,,,1,,,,62,0,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (C),Primary Gaming vs Team T5,Split,Team T5,칙칙폭폭제임스,sage,2,,,,,,,,,28,2,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (C),Primary Gaming vs Team T5,Ascent,Primary Gaming,WOW,jett,2,,,,,,,,,32,0,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (C),Primary Gaming vs Team T5,Ascent,Primary Gaming,mero,sova,3,,1,,1,,,1,,55,0,2
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (C),Primary Gaming vs Team T5,Ascent,Primary Gaming,d0jji,kayo,4,,,,,,,,,38,1,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (C),Primary Gaming vs Team T5,Ascent,Primary Gaming,Carnage,killjoy,3,2,,,1,,,,,46,2,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (C),Primary Gaming vs Team T5,Ascent,Primary Gaming,MoonLight,omen,6,1,,,1,,,,,56,5,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (C),Primary Gaming vs Team T5,Ascent,Team T5,Enter,killjoy,7,2,1,,,1,1,,,69,2,3
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (C),Primary Gaming vs Team T5,Ascent,Team T5,Redwater877,kayo,6,,,,,,,,,42,1,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (C),Primary Gaming vs Team T5,Ascent,Team T5,ELCbis Jr,jett,4,2,1,,,,,,,59,2,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (C),Primary Gaming vs Team T5,Ascent,Team T5,Jkid,omen,1,1,,,,,,,,25,1,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (C),Primary Gaming vs Team T5,Ascent,Team T5,칙칙폭폭제임스,sova,2,1,,,,,,,,61,2,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,All Maps,Tartarus,ParkJJong,"breach, sova",2,,,,1,,,,,44,4,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,All Maps,Tartarus,DaeGi,"jett, raze",10,2,1,,1,1,,,,77,0,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,All Maps,Tartarus,GwangUh,"breach, kayo",9,2,,,,,,,,57,4,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,All Maps,Tartarus,Wenty,chamber,8,3,,,,,,,,81,0,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,All Maps,Tartarus,Taser,brimstone,5,1,,,,1,,,,66,8,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,All Maps,Kaiser Thane,taeheeShelby,"breach, skye",7,,,,1,,,,,45,11,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,All Maps,Kaiser Thane,PiPoPo,brimstone,5,1,1,,2,,,,,53,3,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,All Maps,Kaiser Thane,Suho,raze,5,,,,,,,,,46,1,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,All Maps,Kaiser Thane,ISA,viper,7,1,,,,,,,,55,1,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,All Maps,Kaiser Thane,Hard,chamber,2,1,,,1,,,,,41,0,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,Bind,Tartarus,ParkJJong,sova,2,,,,,,,,,44,1,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,Bind,Tartarus,DaeGi,raze,4,2,1,,1,1,,,,79,0,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,Bind,Tartarus,GwangUh,breach,1,1,,,,,,,,34,3,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,Bind,Tartarus,Wenty,chamber,5,1,,,,,,,,76,0,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,Bind,Tartarus,Taser,brimstone,2,1,,,,,,,,62,4,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,Bind,Kaiser Thane,taeheeShelby,skye,4,,,,,,,,,50,6,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,Bind,Kaiser Thane,PiPoPo,brimstone,4,1,1,,2,,,,,72,1,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,Bind,Kaiser Thane,Suho,raze,2,,,,,,,,,40,1,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,Bind,Kaiser Thane,ISA,viper,4,1,,,,,,,,64,1,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,Bind,Kaiser Thane,Hard,chamber,2,,,,,,,,,35,0,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,Fracture,Tartarus,ParkJJong,breach,,,,,1,,,,,44,3,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,Fracture,Tartarus,DaeGi,jett,6,,,,,,,,,74,0,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,Fracture,Tartarus,GwangUh,kayo,8,1,,,,,,,,80,1,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,Fracture,Tartarus,Wenty,chamber,3,2,,,,,,,,85,0,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,Fracture,Tartarus,Taser,brimstone,3,,,,,1,,,,69,4,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,Fracture,Kaiser Thane,taeheeShelby,breach,3,,,,1,,,,,40,5,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,Fracture,Kaiser Thane,PiPoPo,brimstone,1,,,,,,,,,33,2,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,Fracture,Kaiser Thane,Suho,raze,3,,,,,,,,,51,0,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,Fracture,Kaiser Thane,ISA,viper,3,,,,,,,,,45,0,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,Fracture,Kaiser Thane,Hard,chamber,,1,,,1,,,,,47,0,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,All Maps,Lone Way E-SPORTS,stew,jett,5,4,,,1,3,1,,,73,1,2
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,All Maps,Lone Way E-SPORTS,BBiyong,"reyna, skye",7,3,,,,1,,,,62,2,3
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,All Maps,Lone Way E-SPORTS,Stylish Villain,"chamber, cypher",6,4,,,,,1,,,71,3,2
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,All Maps,Lone Way E-SPORTS,Jang Kong,"astra, viper",6,2,,,,,,,,59,7,3
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,All Maps,Lone Way E-SPORTS,인간은 변하지 않아,"breach, sova",3,1,,,,,,,,37,1,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,All Maps,Royal life,Epple,"omen, viper",4,1,,,,,,,,38,2,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,All Maps,Royal life,misty,jett,7,2,2,,,,,,,61,2,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,All Maps,Royal life,Rap1d,chamber,9,,,,,,,,,61,0,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,All Maps,Royal life,s1u,"kayo, skye",3,1,,,,,,,,39,7,2
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,All Maps,Royal life,KaChoLife,sova,4,,,,,,,,,40,6,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,Icebox,Lone Way E-SPORTS,stew,jett,4,2,,,,2,,,,95,0,2
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,Icebox,Lone Way E-SPORTS,BBiyong,reyna,2,2,,,,1,,,,59,0,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,Icebox,Lone Way E-SPORTS,Stylish Villain,chamber,3,1,,,,,,,,76,1,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,Icebox,Lone Way E-SPORTS,Jang Kong,viper,2,,,,,,,,,46,1,3
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,Icebox,Lone Way E-SPORTS,인간은 변하지 않아,sova,1,1,,,,,,,,38,0,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,Icebox,Royal life,Epple,viper,,,,,,,,,,26,0,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,Icebox,Royal life,misty,jett,4,,1,,,,,,,60,1,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,Icebox,Royal life,Rap1d,chamber,5,,,,,,,,,78,0,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,Icebox,Royal life,s1u,kayo,1,,,,,,,,,31,4,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,Icebox,Royal life,KaChoLife,sova,1,,,,,,,,,27,3,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,Haven,Lone Way E-SPORTS,stew,jett,1,2,,,1,1,1,,,50,1,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,Haven,Lone Way E-SPORTS,BBiyong,skye,5,1,,,,,,,,65,2,3
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,Haven,Lone Way E-SPORTS,Stylish Villain,cypher,3,3,,,,,1,,,66,2,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,Haven,Lone Way E-SPORTS,Jang Kong,astra,4,2,,,,,,,,71,6,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,Haven,Lone Way E-SPORTS,인간은 변하지 않아,breach,2,,,,,,,,,35,1,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,Haven,Royal life,Epple,omen,4,1,,,,,,,,50,2,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,Haven,Royal life,misty,jett,3,2,1,,,,,,,62,1,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,Haven,Royal life,Rap1d,chamber,4,,,,,,,,,44,0,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,Haven,Royal life,s1u,skye,2,1,,,,,,,,46,3,2
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,Haven,Royal life,KaChoLife,sova,3,,,,,,,,,53,3,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,All Maps,Team Rocket,ACCEL,"breach, kayo",8,1,1,,,,,,,55,2,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,All Maps,Team Rocket,JerRy,raze,10,2,,,,,,,,62,0,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,All Maps,Team Rocket,k1sa,sova,5,3,,,1,,,,,72,6,4
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,All Maps,Team Rocket,Ris,omen,9,2,,,,,,,,58,3,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,All Maps,Team Rocket,도내초절정S급쿨뷰티미녀,jett,7,1,1,,,,,,,47,2,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,All Maps,FIRST PIECE,MuZe,"breach, kayo",3,1,,,,,,,,42,4,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,All Maps,FIRST PIECE,UPBO,"astra, omen",4,,,,2,1,,,,38,7,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,All Maps,FIRST PIECE,VANSQUAD,sova,4,1,1,,1,,,,,56,3,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,All Maps,FIRST PIECE,Taegeun,killjoy,4,1,,,,,,,,50,1,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,All Maps,FIRST PIECE,JAGUAR,jett,5,1,2,,,,,,,53,3,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,Ascent,Team Rocket,ACCEL,kayo,5,1,,,,,,,,59,2,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,Ascent,Team Rocket,JerRy,raze,4,1,,,,,,,,71,0,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,Ascent,Team Rocket,k1sa,sova,2,2,,,1,,,,,89,0,3
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,Ascent,Team Rocket,Ris,omen,2,,,,,,,,,51,0,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,Ascent,Team Rocket,도내초절정S급쿨뷰티미녀,jett,5,1,1,,,,,,,56,2,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,Ascent,FIRST PIECE,MuZe,kayo,1,1,,,,,,,,51,2,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,Ascent,FIRST PIECE,UPBO,astra,2,,,,1,1,,,,34,6,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,Ascent,FIRST PIECE,VANSQUAD,sova,,1,1,,,,,,,50,1,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,Ascent,FIRST PIECE,Taegeun,killjoy,1,,,,,,,,,44,0,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,Ascent,FIRST PIECE,JAGUAR,jett,2,,1,,,,,,,53,0,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,Haven,Team Rocket,ACCEL,breach,3,,1,,,,,,,51,0,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,Haven,Team Rocket,JerRy,raze,6,1,,,,,,,,53,0,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,Haven,Team Rocket,k1sa,sova,3,1,,,,,,,,54,6,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,Haven,Team Rocket,Ris,omen,7,2,,,,,,,,65,3,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,Haven,Team Rocket,도내초절정S급쿨뷰티미녀,jett,2,,,,,,,,,38,0,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,Haven,FIRST PIECE,MuZe,breach,2,,,,,,,,,32,2,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,Haven,FIRST PIECE,UPBO,omen,2,,,,1,,,,,41,1,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,Haven,FIRST PIECE,VANSQUAD,sova,4,,,,1,,,,,62,2,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,Haven,FIRST PIECE,Taegeun,killjoy,3,1,,,,,,,,55,1,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,Haven,FIRST PIECE,JAGUAR,jett,3,1,1,,,,,,,52,3,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,All Maps,King's Man,Rico,kayo,4,1,1,,,,,,,70,3,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,All Maps,King's Man,상 종,astra,7,1,1,,1,,,,,54,8,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,All Maps,King's Man,Changwoo,"sage, sova",7,2,,,1,,,,,63,2,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,All Maps,King's Man,김화닥,chamber,2,3,,,,,,,,60,0,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,All Maps,King's Man,EscO,"jett, raze",10,3,1,,,,,,,115,0,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,All Maps,AF,Rix,jett,4,2,,,1,1,,,,57,1,2
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,All Maps,AF,phoebe,"kayo, skye",4,,,,,,,,,35,1,2
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,All Maps,AF,IF,"sage, sova",3,3,,,,,,,,53,2,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,All Maps,AF,Chokie,"chamber, killjoy",4,1,,,,,,,,50,2,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,All Maps,AF,Sopra,omen,2,,,,,,,,,32,2,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,Split,King's Man,Rico,kayo,2,1,,,,,,,,90,1,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,Split,King's Man,상 종,astra,2,1,,,1,,,,,47,0,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,Split,King's Man,Changwoo,sage,3,1,,,,,,,,67,0,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,Split,King's Man,김화닥,chamber,1,2,,,,,,,,68,0,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,Split,King's Man,EscO,raze,7,,1,,,,,,,143,0,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,Split,AF,Rix,jett,,1,,,,,,,,47,1,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,Split,AF,phoebe,skye,1,,,,,,,,,26,1,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,Split,AF,IF,sage,1,,,,,,,,,37,1,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,Split,AF,Chokie,chamber,2,1,,,,,,,,60,0,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,Split,AF,Sopra,omen,,,,,,,,,,31,1,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,Ascent,King's Man,Rico,kayo,2,,1,,,,,,,50,2,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,Ascent,King's Man,상 종,astra,5,,1,,,,,,,61,8,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,Ascent,King's Man,Changwoo,sova,4,1,,,1,,,,,59,2,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,Ascent,King's Man,김화닥,chamber,1,1,,,,,,,,51,0,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,Ascent,King's Man,EscO,jett,3,3,,,,,,,,86,0,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,Ascent,AF,Rix,jett,4,1,,,1,1,,,,67,0,2
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,Ascent,AF,phoebe,kayo,3,,,,,,,,,44,0,2
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,Ascent,AF,IF,sova,2,3,,,,,,,,68,1,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,Ascent,AF,Chokie,killjoy,2,,,,,,,,,40,2,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,Ascent,AF,Sopra,omen,2,,,,,,,,,33,1,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (F),GRN Gaming vs GyuBeueumJang,All Maps,GRN Gaming,M1RAGG1,"chamber, jett",6,3,2,,,1,,,,74,1,1
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (F),GRN Gaming vs GyuBeueumJang,All Maps,GRN Gaming,Ovco,"cypher, viper",6,2,,,1,1,,,,63,2,2
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (F),GRN Gaming vs GyuBeueumJang,All Maps,GRN Gaming,exymin,"brimstone, sage",4,2,1,,1,,,,,65,7,2
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (F),GRN Gaming vs GyuBeueumJang,All Maps,GRN Gaming,Hyuji,"kayo, skye",3,4,,,,1,,,,49,3,0
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (F),GRN Gaming vs GyuBeueumJang,All Maps,GRN Gaming,SICKeums,"breach, sova",2,,,,,,,,,36,6,3
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (F),GRN Gaming vs GyuBeueumJang,All Maps,GyuBeueumJang,Dwarf,"omen, viper",6,,,,,,1,,,54,2,2
